Field,StrategyOrDate,SHORT_ONLY,Value
AggReturn,2019-07-12 00:00:00,False,0.0331966887795654
AggReturn,2019-07-15 00:00:00,True,-0.0719962722251051
AggReturn,2019-07-15 00:00:00,False,-0.0306466078019212
AggReturn,2019-07-16 00:00:00,True,0.0325500489462056
AggReturn,2019-07-16 00:00:00,False,0.0136824695104407
AggReturn,2019-07-17 00:00:00,True,0.0452350484755502
AggReturn,2019-07-17 00:00:00,False,0.0212096491690744
AggReturn,2019-07-18 00:00:00,True,0.0861901642817474
AggReturn,2019-07-18 00:00:00,False,0.0328256515041548
AggReturn,2019-07-19 00:00:00,True,0.0369600955652959
AggReturn,2019-07-19 00:00:00,False,0.0232929716948338
AggReturn,2019-07-22 00:00:00,True,0.0215819101230798
AggReturn,2019-07-22 00:00:00,False,-0.0001682281623814
AggReturn,2019-07-23 00:00:00,True,-0.0108176431635335
AggReturn,2019-07-23 00:00:00,False,-0.0092450547768976
AggReturn,2019-07-24 00:00:00,True,0.0494629197178496
AggReturn,2019-07-24 00:00:00,False,0.0158269581359939
AggReturn,2019-07-25 00:00:00,True,0.080598590968338
AggReturn,2019-07-25 00:00:00,False,0.0443483261549403
AggReturn,2019-07-26 00:00:00,True,0.0561745698352523
AggReturn,2019-07-26 00:00:00,False,0.0252434177537246
AggReturn,2019-07-29 00:00:00,True,0.0692380652337789
AggReturn,2019-07-29 00:00:00,False,0.0241455865163177
AggReturn,2019-07-30 00:00:00,True,0.0409937284937285
AggReturn,2019-07-30 00:00:00,False,0.0154413769078877
AggReturn,2019-07-31 00:00:00,True,0.0478164027911892
AggReturn,2019-07-31 00:00:00,False,0.0221888566409424
AggReturn,2019-08-01 00:00:00,True,0.1071980961821495
AggReturn,2019-08-01 00:00:00,False,0.0433887726770993
AggReturn,2019-08-02 00:00:00,True,0.0181393870808288
AggReturn,2019-08-02 00:00:00,False,0.0052204961519728
AggReturn,2019-08-05 00:00:00,True,0.0659694966073715
AggReturn,2019-08-05 00:00:00,False,0.0261952462132776
AggReturn,2019-08-06 00:00:00,True,-0.0096769767334885
AggReturn,2019-08-06 00:00:00,False,-0.0056602216503671
AggReturn,2019-08-07 00:00:00,True,-0.0171514108039793
AggReturn,2019-08-07 00:00:00,False,-0.0012619515429328
AggReturn,2019-08-08 00:00:00,True,-0.037397182106008
AggReturn,2019-08-08 00:00:00,False,-0.0246479457274132
AggReturn,2019-08-09 00:00:00,True,-0.0557268413021539
AggReturn,2019-08-09 00:00:00,False,-0.0026844430932825
AggReturn,2019-08-12 00:00:00,True,0.0512999689999214
AggReturn,2019-08-12 00:00:00,False,0.0276145070840727
AggReturn,2019-08-13 00:00:00,True,0.2175000907089589
AggReturn,2019-08-13 00:00:00,False,0.1039813075071006
AggReturn,2019-08-14 00:00:00,True,0.0411810423049178
AggReturn,2019-08-14 00:00:00,False,0.0220782974641604
AggReturn,2019-08-15 00:00:00,True,0.0666708986871946
AggReturn,2019-08-15 00:00:00,False,0.0292631414462091
AggReturn,2019-08-16 00:00:00,True,0.1319410786386966
AggReturn,2019-08-16 00:00:00,False,0.0700242337427493
AggReturn,2019-08-19 00:00:00,True,-0.0582076616916328
AggReturn,2019-08-19 00:00:00,False,-0.0232364650790897
AggReturn,2019-08-20 00:00:00,True,0.0058136431187715
AggReturn,2019-08-20 00:00:00,False,0.0020623311809051
AggReturn,2019-08-21 00:00:00,True,-0.0346743006955301
AggReturn,2019-08-21 00:00:00,False,-0.0155950545930392
AggReturn,2019-08-22 00:00:00,True,0.0322910418449619
AggReturn,2019-08-22 00:00:00,False,0.0202730068907556
AggReturn,2019-08-23 00:00:00,True,0.0412501349404256
AggReturn,2019-08-23 00:00:00,False,0.0166204984575799
AggReturn,2019-08-26 00:00:00,True,0.0027225704274822
AggReturn,2019-08-26 00:00:00,False,-0.0033620797097682
AggReturn,2019-08-27 00:00:00,True,0.0370856110860668
AggReturn,2019-08-27 00:00:00,False,0.028452533651049
AggReturn,2019-08-28 00:00:00,True,-0.0369707590161548
AggReturn,2019-08-28 00:00:00,False,-0.016381462326629
AggReturn,2019-08-29 00:00:00,True,-0.0249064790543094
AggReturn,2019-08-29 00:00:00,False,-0.0088124709252599
AggReturn,2019-08-30 00:00:00,True,0.0456484759902267
AggReturn,2019-08-30 00:00:00,False,0.0252898141369129
AggReturn,2019-09-03 00:00:00,True,0.0755645797911044
AggReturn,2019-09-03 00:00:00,False,0.0326527143360731
AggReturn,2019-09-04 00:00:00,True,0.0284080562404974
AggReturn,2019-09-04 00:00:00,False,0.0180105619956252
AggReturn,2019-09-05 00:00:00,True,0.02
AggReturn,2019-09-05 00:00:00,False,0.0162059350067206
AggReturn,2019-09-06 00:00:00,True,-0.0204081632653061
AggReturn,2019-09-06 00:00:00,False,-0.0108378894388562
AggReturn,2019-09-09 00:00:00,True,0.02
AggReturn,2019-09-09 00:00:00,False,0.0134381152091465
AggReturn,2019-09-10 00:00:00,True,0.0204081632653061
AggReturn,2019-09-10 00:00:00,False,-0.0004958420350318
AggReturn,2019-09-11 00:00:00,True,0.0208333333333333
AggReturn,2019-09-11 00:00:00,False,-0.0121258986497025
AggReturn,2019-09-12 00:00:00,True,-0.0382978723404254
AggReturn,2019-09-12 00:00:00,False,-0.0060750725887578
AggReturn,2019-09-13 00:00:00,True,-0.0204918032786884
AggReturn,2019-09-13 00:00:00,False,-0.0055431958717303
AggReturn,2019-09-16 00:00:00,True,0.0160642570281124
AggReturn,2019-09-16 00:00:00,False,-0.0086431042816795
AggReturn,2019-09-17 00:00:00,True,-0.0387755102040816
AggReturn,2019-09-17 00:00:00,False,-0.0073437822612288
AggReturn,2019-09-18 00:00:00,True,0.0196463654223968
AggReturn,2019-09-18 00:00:00,False,0.0164266949700753
AggReturn,2019-09-19 00:00:00,True,0.0180360721442885
AggReturn,2019-09-19 00:00:00,False,0.0129029734855557
AggReturn,2019-09-20 00:00:00,True,0.0142857142857142
AggReturn,2019-09-20 00:00:00,False,-0.0035708984678635
AggReturn,2019-09-23 00:00:00,True,0.0269151138716355
AggReturn,2019-09-23 00:00:00,False,-4.7968000265031065e-05
AggReturn,2019-09-24 00:00:00,True,0.0
AggReturn,2019-09-24 00:00:00,False,0.0047030180959106
AggReturn,2019-09-25 00:00:00,True,0.0
AggReturn,2019-09-25 00:00:00,False,-0.0050769202974761
AggReturn,2019-09-26 00:00:00,True,-0.053191489361702
AggReturn,2019-09-26 00:00:00,False,-0.0043554419632529
AggReturn,2019-09-27 00:00:00,True,-0.0080808080808081
AggReturn,2019-09-27 00:00:00,False,0.0006281197628679
AggReturn,2019-09-30 00:00:00,True,0.0581162324649298
AggReturn,2019-09-30 00:00:00,False,0.0125415046382584
AggReturn,2019-10-01 00:00:00,True,0.0063781886220189
AggReturn,2019-10-01 00:00:00,False,0.0139669743578969
AggReturn,2019-10-02 00:00:00,True,0.023648059035575
AggReturn,2019-10-02 00:00:00,False,0.0102035141766861
AggReturn,2019-10-03 00:00:00,True,0.0406389770645959
AggReturn,2019-10-03 00:00:00,False,0.0218842662958315
AggReturn,2019-10-04 00:00:00,True,-0.0184400565721204
AggReturn,2019-10-04 00:00:00,False,-0.0107325680914937
AggReturn,2019-10-07 00:00:00,True,-0.0181582001665743
AggReturn,2019-10-07 00:00:00,False,-0.0099767376211707
AggReturn,2019-10-08 00:00:00,True,0.0304416562271636
AggReturn,2019-10-08 00:00:00,False,0.0157141141282249
AggReturn,2019-10-09 00:00:00,True,-0.0245438857613401
AggReturn,2019-10-09 00:00:00,False,-0.0167210941135644
AggReturn,2019-10-10 00:00:00,True,-0.0152103083681515
AggReturn,2019-10-10 00:00:00,False,-0.0077881743520245
AggReturn,2019-10-11 00:00:00,True,0.0174174174174174
AggReturn,2019-10-11 00:00:00,False,0.0113137055065854
AggReturn,2019-10-14 00:00:00,True,-0.0081160257468229
AggReturn,2019-10-14 00:00:00,False,-0.0081264207766448
AggReturn,2019-10-15 00:00:00,True,-0.0063536656393798
AggReturn,2019-10-15 00:00:00,False,-0.003210349562622
AggReturn,2019-10-16 00:00:00,True,0.0210664529579036
AggReturn,2019-10-16 00:00:00,False,0.0134580335133328
AggReturn,2019-10-17 00:00:00,True,-0.1209753599791524
AggReturn,2019-10-17 00:00:00,False,-0.0700620025808674
AggReturn,2019-10-18 00:00:00,True,0.0166229465898339
AggReturn,2019-10-18 00:00:00,False,0.0107714355480596
AggReturn,2019-10-21 00:00:00,True,-0.0178640279024014
AggReturn,2019-10-21 00:00:00,False,-0.007022465372988
AggReturn,2019-10-22 00:00:00,True,0.0651540353526249
AggReturn,2019-10-22 00:00:00,False,0.0351052591725557
AggReturn,2019-10-23 00:00:00,True,0.0627907144975657
AggReturn,2019-10-23 00:00:00,False,0.0334257244129571
AggReturn,2019-10-24 00:00:00,True,0.0259833192170148
AggReturn,2019-10-24 00:00:00,False,0.0163080048060039
AggReturn,2019-10-25 00:00:00,True,0.0580986113824008
AggReturn,2019-10-25 00:00:00,False,0.032847349147859
AggReturn,2019-10-28 00:00:00,True,0.0208740264710413
AggReturn,2019-10-28 00:00:00,False,0.0104869046522189
AggReturn,2019-10-29 00:00:00,True,-0.0508255083944373
AggReturn,2019-10-29 00:00:00,False,-0.0321290325856941
AggReturn,2019-10-30 00:00:00,True,0.023076343087097
AggReturn,2019-10-30 00:00:00,False,0.0164927683813649
AggReturn,2019-10-31 00:00:00,True,0.0460959526390984
AggReturn,2019-10-31 00:00:00,False,0.0290120005413062
AggReturn,2019-11-01 00:00:00,True,-0.0806760961256654
AggReturn,2019-11-01 00:00:00,False,-0.0418958502591272
AggReturn,2019-11-04 00:00:00,True,-0.001723504483367
AggReturn,2019-11-04 00:00:00,False,-0.0016647474222733
AggReturn,2019-11-05 00:00:00,True,0.0505228365829979
AggReturn,2019-11-05 00:00:00,False,0.0154414286609286
AggReturn,2019-11-06 00:00:00,True,-0.0414020193550641
AggReturn,2019-11-06 00:00:00,False,-0.0174152601148576
AggReturn,2019-11-07 00:00:00,True,0.0233460432135928
AggReturn,2019-11-07 00:00:00,False,0.0089742896094899
AggReturn,2019-11-08 00:00:00,True,-0.0017156862745097
AggReturn,2019-11-08 00:00:00,False,-0.0007577284444265
AggReturn,2019-11-11 00:00:00,True,0.0398494414764448
AggReturn,2019-11-11 00:00:00,False,0.0158753567125483
AggReturn,2019-11-12 00:00:00,True,-0.0021995808632143
AggReturn,2019-11-12 00:00:00,False,0.0103330100161155
AggReturn,2019-11-13 00:00:00,True,0.0501561124316866
AggReturn,2019-11-13 00:00:00,False,0.0173094327242282
AggReturn,2019-11-14 00:00:00,True,0.0185606245619113
AggReturn,2019-11-14 00:00:00,False,0.0106947707846906
AggReturn,2019-11-15 00:00:00,True,0.0331468598874278
AggReturn,2019-11-15 00:00:00,False,0.0166472195452176
AggReturn,2019-11-18 00:00:00,True,0.0031265932864724
AggReturn,2019-11-18 00:00:00,False,-0.006703020548991
AggReturn,2019-11-19 00:00:00,True,-0.0312006512006512
AggReturn,2019-11-19 00:00:00,False,-0.0058218424077075
AggReturn,2019-11-20 00:00:00,True,0.029422519509476
AggReturn,2019-11-20 00:00:00,False,0.0154676388880976
