Field,StrategyOrDate,TOP_N_COUNT,Value
AggReturn,2019-11-19 00:00:00,8,-0.0019826335235511
AggReturn,2019-11-20 00:00:00,2,0.0136541594185695
AggReturn,2019-11-20 00:00:00,4,0.0154676388880976
AggReturn,2019-11-20 00:00:00,6,0.0084981194033279
AggReturn,2019-11-20 00:00:00,8,0.0103927306371351
AggReturn,2019-11-21 00:00:00,2,-0.0025454711726526
AggReturn,2019-11-21 00:00:00,4,0.0031660473396435
AggReturn,2019-11-21 00:00:00,6,-0.0035121331192741
AggReturn,2019-11-21 00:00:00,8,-0.0034895573992188
AggReturn,2019-11-22 00:00:00,2,-0.0188455219399345
AggReturn,2019-11-22 00:00:00,4,-0.0075595524727933
AggReturn,2019-11-22 00:00:00,6,-0.0082258415020433
AggReturn,2019-11-22 00:00:00,8,-0.0078637905901306
AggReturn,2019-11-25 00:00:00,2,0.024124804107067
AggReturn,2019-11-25 00:00:00,4,0.0160168466806328
AggReturn,2019-11-25 00:00:00,6,0.0140912584633531
AggReturn,2019-11-25 00:00:00,8,0.012938275939796
AggReturn,2019-11-26 00:00:00,2,0.0355827140513361
AggReturn,2019-11-26 00:00:00,4,0.0211450166546061
AggReturn,2019-11-26 00:00:00,6,0.0109671482192286
AggReturn,2019-11-26 00:00:00,8,0.0097136916110181
AggReturn,2019-11-27 00:00:00,2,-0.0096061874722203
AggReturn,2019-11-27 00:00:00,4,-0.0037452774342442
AggReturn,2019-11-27 00:00:00,6,0.0003928871236811
AggReturn,2019-11-27 00:00:00,8,-0.0005378560990444
AggReturn,2019-11-29 00:00:00,2,0.0150828691913951
AggReturn,2019-11-29 00:00:00,4,0.0117304478087312
AggReturn,2019-11-29 00:00:00,6,0.007261445179389
AggReturn,2019-11-29 00:00:00,8,0.0063480851339597
AggReturn,2019-12-02 00:00:00,2,-0.0479695274419287
AggReturn,2019-12-02 00:00:00,4,-0.0191177056354946
AggReturn,2019-12-02 00:00:00,6,-0.0125758375520434
AggReturn,2019-12-02 00:00:00,8,-0.0109275290877162
AggReturn,2019-12-03 00:00:00,2,-0.0138560061838598
AggReturn,2019-12-03 00:00:00,4,-0.0147872540747202
AggReturn,2019-12-03 00:00:00,6,-0.0063700092734013
AggReturn,2019-12-03 00:00:00,8,-0.0046476292826
AggReturn,2019-12-04 00:00:00,2,0.0294942609456191
AggReturn,2019-12-04 00:00:00,4,0.0231909683841415
AggReturn,2019-12-04 00:00:00,6,0.0142952145497436
AggReturn,2019-12-04 00:00:00,8,0.0063338881548104
AggReturn,2019-12-05 00:00:00,2,-0.067908138309007
AggReturn,2019-12-05 00:00:00,4,-0.0387626445237585
AggReturn,2019-12-05 00:00:00,6,-0.0248336084991887
AggReturn,2019-12-05 00:00:00,8,-0.0139098258052657
AggReturn,2019-12-06 00:00:00,2,0.0591596363030234
AggReturn,2019-12-06 00:00:00,4,0.0342046645589524
AggReturn,2019-12-06 00:00:00,6,0.0290576499314123
AggReturn,2019-12-06 00:00:00,8,0.0166150184092408
AggReturn,2019-12-09 00:00:00,2,0.0071664232736065
AggReturn,2019-12-09 00:00:00,4,0.004026129981117
AggReturn,2019-12-09 00:00:00,6,-0.0032269455102835
AggReturn,2019-12-09 00:00:00,8,-0.00092583544357
AggReturn,2019-12-10 00:00:00,2,0.0492505923539974
AggReturn,2019-12-10 00:00:00,4,0.0245766159256482
AggReturn,2019-12-10 00:00:00,6,0.0197025386422698
AggReturn,2019-12-10 00:00:00,8,0.0189453013707582
AggReturn,2019-12-11 00:00:00,2,0.0571046337938393
AggReturn,2019-12-11 00:00:00,4,0.0282543923224131
AggReturn,2019-12-11 00:00:00,6,0.0208988265546497
AggReturn,2019-12-11 00:00:00,8,0.0155679967375111
AggReturn,2019-12-12 00:00:00,2,0.0351681415388999
AggReturn,2019-12-12 00:00:00,4,0.0187453782768397
AggReturn,2019-12-12 00:00:00,6,0.0126132570627137
AggReturn,2019-12-12 00:00:00,8,0.0043048186072656
AggReturn,2019-12-13 00:00:00,2,0.0007255571963215
AggReturn,2019-12-13 00:00:00,4,-0.0061210229547405
AggReturn,2019-12-13 00:00:00,6,-0.0094652745466119
AggReturn,2019-12-13 00:00:00,8,-0.0047293580069363
AggReturn,2019-12-16 00:00:00,2,0.0712673457049639
AggReturn,2019-12-16 00:00:00,4,0.0396801718342927
AggReturn,2019-12-16 00:00:00,6,0.0304197655702221
AggReturn,2019-12-16 00:00:00,8,0.0142399663866541
AggReturn,2019-12-17 00:00:00,2,0.0144302401433561
AggReturn,2019-12-17 00:00:00,4,0.0075448874025584
AggReturn,2019-12-17 00:00:00,6,0.0099815876980511
AggReturn,2019-12-17 00:00:00,8,0.0064769088960481
AggReturn,2019-12-18 00:00:00,2,-0.0308310809020709
AggReturn,2019-12-18 00:00:00,4,-0.0127016609158354
AggReturn,2019-12-18 00:00:00,6,-0.0090261658292322
AggReturn,2019-12-18 00:00:00,8,-0.0093370735271851
AggReturn,2019-12-19 00:00:00,2,-0.0619514481316056
AggReturn,2019-12-19 00:00:00,4,-0.0336459324467894
AggReturn,2019-12-19 00:00:00,6,-0.0271376381023319
AggReturn,2019-12-19 00:00:00,8,-0.0172428234473467
AggReturn,2019-12-20 00:00:00,2,-0.0271767380649463
AggReturn,2019-12-20 00:00:00,4,-0.0091650514147564
AggReturn,2019-12-20 00:00:00,6,-0.0072846453230412
AggReturn,2019-12-20 00:00:00,8,-0.0075816996465741
AggReturn,2019-12-23 00:00:00,2,0.0266565264586161
AggReturn,2019-12-23 00:00:00,4,0.0133115405826341
AggReturn,2019-12-23 00:00:00,6,0.0147273411319637
AggReturn,2019-12-23 00:00:00,8,0.0050107137780909
AggReturn,2019-12-24 00:00:00,2,0.02825155764634
AggReturn,2019-12-24 00:00:00,4,0.0114887132024091
AggReturn,2019-12-24 00:00:00,6,0.0041476134168951
AggReturn,2019-12-24 00:00:00,8,-0.005669578823037
AggReturn,2019-12-26 00:00:00,2,-0.0540285684371845
AggReturn,2019-12-26 00:00:00,4,-0.0252167433887391
AggReturn,2019-12-26 00:00:00,6,-0.0142952411726013
AggReturn,2019-12-26 00:00:00,8,-0.0109321898332576
AggReturn,2019-12-27 00:00:00,2,0.004609392655511
AggReturn,2019-12-27 00:00:00,4,0.0047462881400068
AggReturn,2019-12-27 00:00:00,6,0.0008055093184823
AggReturn,2019-12-27 00:00:00,8,0.0015601127870163
AggReturn,2019-12-30 00:00:00,2,0.0068736930994391
AggReturn,2019-12-30 00:00:00,4,0.0035054258026097
AggReturn,2019-12-30 00:00:00,6,0.0002413926481114
AggReturn,2019-12-30 00:00:00,8,-0.0001426505692856
AggReturn,2019-12-31 00:00:00,2,-0.1967075193513214
AggReturn,2019-12-31 00:00:00,4,-0.100408949824588
AggReturn,2019-12-31 00:00:00,6,-0.0633441326286344
AggReturn,2019-12-31 00:00:00,8,-0.0411721338557122
AggReturn,2020-01-02 00:00:00,2,0.0629173455277163
AggReturn,2020-01-02 00:00:00,4,0.0316295847212665
AggReturn,2020-01-02 00:00:00,6,0.0193390864538365
AggReturn,2020-01-02 00:00:00,8,0.0135467800863071
AggReturn,2020-01-03 00:00:00,2,0.0
AggReturn,2020-01-03 00:00:00,4,-0.0003924627954402
AggReturn,2020-01-03 00:00:00,6,-0.0019678940357089
AggReturn,2020-01-03 00:00:00,8,-0.0009126892026153
AggReturn,2020-01-06 00:00:00,2,0.0
AggReturn,2020-01-06 00:00:00,4,-0.0158714395275111
AggReturn,2020-01-06 00:00:00,6,-0.0114324630223833
AggReturn,2020-01-06 00:00:00,8,-0.0085106346182333
AggReturn,2020-01-07 00:00:00,2,0.0
AggReturn,2020-01-07 00:00:00,4,0.0113756051157568
AggReturn,2020-01-07 00:00:00,6,0.0023300886636636
AggReturn,2020-01-07 00:00:00,8,0.0031855362526322
AggReturn,2020-01-08 00:00:00,2,0.0
AggReturn,2020-01-08 00:00:00,4,-0.0043525942702309
AggReturn,2020-01-08 00:00:00,6,0.0009132919437534
AggReturn,2020-01-08 00:00:00,8,1.4846096816805766e-05
AggReturn,2020-01-09 00:00:00,2,0.0
AggReturn,2020-01-09 00:00:00,4,0.0027862765700129
AggReturn,2020-01-09 00:00:00,6,-0.0008716213331322
AggReturn,2020-01-09 00:00:00,8,0.0002454667340476
AggReturn,2020-01-10 00:00:00,2,0.0
AggReturn,2020-01-10 00:00:00,4,0.0020317427212342
AggReturn,2020-01-10 00:00:00,6,0.0065843960775975
AggReturn,2020-01-10 00:00:00,8,0.0057319130355543
AggReturn,2020-01-13 00:00:00,2,0.0
AggReturn,2020-01-13 00:00:00,4,-0.0079872458138407
AggReturn,2020-01-13 00:00:00,6,0.0012247703801913
AggReturn,2020-01-13 00:00:00,8,-0.0013926744763317
AggReturn,2020-01-14 00:00:00,2,0.0
AggReturn,2020-01-14 00:00:00,4,0.0029585431002333
AggReturn,2020-01-14 00:00:00,6,0.0008911216814057
AggReturn,2020-01-14 00:00:00,8,0.0013777098160751
AggReturn,2020-01-15 00:00:00,2,0.0
AggReturn,2020-01-15 00:00:00,4,-0.0085525001326484
AggReturn,2020-01-15 00:00:00,6,-0.0018088977017507
AggReturn,2020-01-15 00:00:00,8,0.0002889041507111
AggReturn,2020-01-16 00:00:00,2,0.0
AggReturn,2020-01-16 00:00:00,4,0.0089083589096023
AggReturn,2020-01-16 00:00:00,6,0.003540673710995
AggReturn,2020-01-16 00:00:00,8,0.0037074181361105
AggReturn,2020-01-17 00:00:00,2,0.0
AggReturn,2020-01-17 00:00:00,4,0.0099548838177366
AggReturn,2020-01-17 00:00:00,6,0.0049324928316444
AggReturn,2020-01-17 00:00:00,8,0.0050187760451252
AggReturn,2020-01-21 00:00:00,2,0.0
AggReturn,2020-01-21 00:00:00,4,0.0023724705866031
AggReturn,2020-01-21 00:00:00,6,0.0086811695304797
AggReturn,2020-01-21 00:00:00,8,0.0071774209626592
AggReturn,2020-01-22 00:00:00,2,0.0
AggReturn,2020-01-22 00:00:00,4,-0.006885869349577
AggReturn,2020-01-22 00:00:00,6,-0.0046830225889554
AggReturn,2020-01-22 00:00:00,8,-0.0045770589535255
AggReturn,2020-01-23 00:00:00,2,0.0
AggReturn,2020-01-23 00:00:00,4,-0.0052295981970851
AggReturn,2020-01-23 00:00:00,6,0.0037189844521769
AggReturn,2020-01-23 00:00:00,8,0.0032184536765334
AggReturn,2020-01-24 00:00:00,2,0.0
AggReturn,2020-01-24 00:00:00,4,-0.0017964284421999
AggReturn,2020-01-24 00:00:00,6,0.0070547728434391
AggReturn,2020-01-24 00:00:00,8,0.0070531794690709
AggReturn,2020-01-27 00:00:00,2,0.0
AggReturn,2020-01-27 00:00:00,4,-0.0181924643739631
AggReturn,2020-01-27 00:00:00,6,-0.0043665022895694
AggReturn,2020-01-27 00:00:00,8,-0.0051402334356405
AggReturn,2020-01-28 00:00:00,2,0.0
AggReturn,2020-01-28 00:00:00,4,-0.0038950769564649
AggReturn,2020-01-28 00:00:00,6,0.0046831456793464
AggReturn,2020-01-28 00:00:00,8,0.0046828184631351
AggReturn,2020-01-29 00:00:00,2,0.0
AggReturn,2020-01-29 00:00:00,4,-0.0001269848409081
AggReturn,2020-01-29 00:00:00,6,0.0025871559675841
AggReturn,2020-01-29 00:00:00,8,0.0031370752294758
AggReturn,2020-01-30 00:00:00,2,0.0
AggReturn,2020-01-30 00:00:00,4,-0.0173722303743194
AggReturn,2020-01-30 00:00:00,6,-0.0057305577743798
AggReturn,2020-01-30 00:00:00,8,-0.0042100258551838
AggReturn,2020-01-31 00:00:00,2,0.0
AggReturn,2020-01-31 00:00:00,4,0.0104365075360137
AggReturn,2020-01-31 00:00:00,6,0.0053049790248367
AggReturn,2020-01-31 00:00:00,8,0.0060880687383686
AggReturn,2020-02-03 00:00:00,2,-2.2053985727032944e-06
AggReturn,2020-02-03 00:00:00,4,-0.0011981402594626
AggReturn,2020-02-03 00:00:00,6,0.0045953483872967
AggReturn,2020-02-03 00:00:00,8,0.0014052281192906
AggReturn,2020-02-04 00:00:00,2,0.0134952340686372
AggReturn,2020-02-04 00:00:00,4,0.0094058564373896
AggReturn,2020-02-04 00:00:00,6,0.0077034804842752
AggReturn,2020-02-04 00:00:00,8,0.0059067193788161
AggReturn,2020-02-05 00:00:00,2,-0.0299741710132424
AggReturn,2020-02-05 00:00:00,4,0.0020722024072522
AggReturn,2020-02-05 00:00:00,6,0.0001630103983092
AggReturn,2020-02-05 00:00:00,8,-0.0015893723444943
AggReturn,2020-02-06 00:00:00,2,0.0441502560277473
AggReturn,2020-02-06 00:00:00,4,0.012643076552022
AggReturn,2020-02-06 00:00:00,6,0.0129716779349359
AggReturn,2020-02-06 00:00:00,8,0.0066749979508416
AggReturn,2020-02-07 00:00:00,2,-0.0105223347665912
AggReturn,2020-02-07 00:00:00,4,-0.0081004033332851
AggReturn,2020-02-07 00:00:00,6,-0.0202062449780705
AggReturn,2020-02-07 00:00:00,8,-0.0150591964704339
AggReturn,2020-02-10 00:00:00,2,0.0087971151435071
AggReturn,2020-02-10 00:00:00,4,0.0018453529597304
AggReturn,2020-02-10 00:00:00,6,0.0111717224199727
AggReturn,2020-02-10 00:00:00,8,0.0110543526859852
AggReturn,2020-02-11 00:00:00,2,-0.0334633938139407
AggReturn,2020-02-11 00:00:00,4,-0.0231520559440441
AggReturn,2020-02-11 00:00:00,6,-0.019566596009631
AggReturn,2020-02-11 00:00:00,8,-0.015293037374995
AggReturn,2020-02-12 00:00:00,2,0.0070043354745128
AggReturn,2020-02-12 00:00:00,4,0.0116789837568403
AggReturn,2020-02-12 00:00:00,6,0.006299902343093
AggReturn,2020-02-12 00:00:00,8,0.0037738556360109
AggReturn,2020-02-13 00:00:00,2,-0.0791640991443604
AggReturn,2020-02-13 00:00:00,4,-0.0203833065226887
AggReturn,2020-02-13 00:00:00,6,-0.0129810530179088
AggReturn,2020-02-13 00:00:00,8,-0.0119269817517696
AggReturn,2020-02-14 00:00:00,2,0.0872307853458822
AggReturn,2020-02-14 00:00:00,4,0.0447892417961464
AggReturn,2020-02-14 00:00:00,6,0.0371229487151389
AggReturn,2020-02-14 00:00:00,8,0.0277709003923179
AggReturn,2020-02-18 00:00:00,2,-0.0148844663450631
AggReturn,2020-02-18 00:00:00,4,-0.0048849695559726
AggReturn,2020-02-18 00:00:00,6,-0.0074507911225857
AggReturn,2020-02-18 00:00:00,8,-0.0056442379256547
AggReturn,2020-02-19 00:00:00,2,0.0180788155085943
AggReturn,2020-02-19 00:00:00,4,0.0067945625714399
AggReturn,2020-02-19 00:00:00,6,0.0024653409426461
AggReturn,2020-02-19 00:00:00,8,0.0016173492773055
AggReturn,2020-02-20 00:00:00,2,-0.059711751957931
AggReturn,2020-02-20 00:00:00,4,-0.017770004896062
AggReturn,2020-02-20 00:00:00,6,-0.0104968172315429
AggReturn,2020-02-20 00:00:00,8,-0.0070604749492464
AggReturn,2020-02-21 00:00:00,2,-0.0199620088568035
AggReturn,2020-02-21 00:00:00,4,-0.0042025282471428
AggReturn,2020-02-21 00:00:00,6,-0.0075628027689432
AggReturn,2020-02-21 00:00:00,8,-0.0074284283879957
AggReturn,2020-02-24 00:00:00,2,-0.0033830627486433
AggReturn,2020-02-24 00:00:00,4,0.0014195418840283
AggReturn,2020-02-24 00:00:00,6,0.0074117359353542
AggReturn,2020-02-24 00:00:00,8,0.0138171656692634
AggReturn,2020-02-25 00:00:00,2,-0.0615384615384615
AggReturn,2020-02-25 00:00:00,4,-0.0165552499316707
AggReturn,2020-02-25 00:00:00,6,-0.0075073570394606
AggReturn,2020-02-25 00:00:00,8,-0.0056052250811868
AggReturn,2020-02-26 00:00:00,2,-0.0345314396486967
AggReturn,2020-02-26 00:00:00,4,-0.0475605332713514
AggReturn,2020-02-26 00:00:00,6,-0.0230015596521287
AggReturn,2020-02-26 00:00:00,8,-0.0142626790361797
AggReturn,2020-02-27 00:00:00,2,0.0870506773637401
AggReturn,2020-02-27 00:00:00,4,0.0419717162657909
AggReturn,2020-02-27 00:00:00,6,0.0494682297751723
AggReturn,2020-02-27 00:00:00,8,0.0501729307449471
AggReturn,2020-02-28 00:00:00,2,-0.1073681171263205
AggReturn,2020-02-28 00:00:00,4,-0.07657181408242
AggReturn,2020-02-28 00:00:00,6,-0.0649056270886753
AggReturn,2020-02-28 00:00:00,8,-0.0543530963283945
AggReturn,2020-03-02 00:00:00,2,-0.1441439347690015
AggReturn,2020-03-02 00:00:00,4,-0.0521965272005902
AggReturn,2020-03-02 00:00:00,6,-0.0398239070355406
AggReturn,2020-03-02 00:00:00,8,-0.0415320063716158
AggReturn,2020-03-03 00:00:00,2,0.0600839137004409
AggReturn,2020-03-03 00:00:00,4,0.0300656399486376
AggReturn,2020-03-03 00:00:00,6,0.024423746385238
AggReturn,2020-03-03 00:00:00,8,0.0225705413834956
AggReturn,2020-03-04 00:00:00,2,0.0
AggReturn,2020-03-04 00:00:00,4,-0.0322411731862959
AggReturn,2020-03-04 00:00:00,6,-0.0031785809327674
AggReturn,2020-03-04 00:00:00,8,0.0032543206597167
AggReturn,2020-03-05 00:00:00,2,0.0
AggReturn,2020-03-05 00:00:00,4,0.0563137532927104
AggReturn,2020-03-05 00:00:00,6,0.0092808678193232
AggReturn,2020-03-05 00:00:00,8,0.0122372647807063
AggReturn,2020-03-06 00:00:00,2,0.0
AggReturn,2020-03-06 00:00:00,4,0.0095252744405945
AggReturn,2020-03-06 00:00:00,6,0.031346965907603
AggReturn,2020-03-06 00:00:00,8,0.0291073094250782
AggReturn,2020-03-09 00:00:00,2,0.0
AggReturn,2020-03-09 00:00:00,4,-0.0843941105409677
AggReturn,2020-03-09 00:00:00,6,0.0089529464852269
AggReturn,2020-03-09 00:00:00,8,0.0086223493351057
AggReturn,2020-03-10 00:00:00,2,0.0
AggReturn,2020-03-10 00:00:00,4,-0.0265630935655236
AggReturn,2020-03-10 00:00:00,6,-0.0026066932352477
AggReturn,2020-03-10 00:00:00,8,0.0155841358080449
AggReturn,2020-03-11 00:00:00,2,0.0
AggReturn,2020-03-11 00:00:00,4,0.0388143644867361
AggReturn,2020-03-11 00:00:00,6,0.0323908393970355
AggReturn,2020-03-11 00:00:00,8,0.0370980054752367
AggReturn,2020-03-12 00:00:00,2,0.0
AggReturn,2020-03-12 00:00:00,4,0.0568968441058248
AggReturn,2020-03-12 00:00:00,6,0.075039961867221
AggReturn,2020-03-12 00:00:00,8,0.0735570858411416
AggReturn,2020-03-13 00:00:00,2,0.0
AggReturn,2020-03-13 00:00:00,4,-0.0040838410460852
AggReturn,2020-03-13 00:00:00,6,-0.020341721686013
AggReturn,2020-03-13 00:00:00,8,0.0396082572396106
AggReturn,2020-03-16 00:00:00,2,0.0
AggReturn,2020-03-16 00:00:00,4,0.0670165464190296
AggReturn,2020-03-16 00:00:00,6,0.0439057874465472
AggReturn,2020-03-16 00:00:00,8,0.0549924180452481
AggReturn,2020-03-17 00:00:00,2,0.0
AggReturn,2020-03-17 00:00:00,4,-0.0919447408147773
AggReturn,2020-03-17 00:00:00,6,0.0029073139629374
AggReturn,2020-03-17 00:00:00,8,-0.0604260993875915
AggReturn,2020-03-18 00:00:00,2,0.0
AggReturn,2020-03-18 00:00:00,4,0.0075459566974523
AggReturn,2020-03-18 00:00:00,6,-0.0388785678568102
AggReturn,2020-03-18 00:00:00,8,-0.0438077083771494
AggReturn,2020-03-19 00:00:00,2,0.0
AggReturn,2020-03-19 00:00:00,4,-0.0079894813937793
AggReturn,2020-03-19 00:00:00,6,0.0522894390427061
AggReturn,2020-03-19 00:00:00,8,-0.2343774845129313
AggReturn,2020-03-20 00:00:00,2,0.0
AggReturn,2020-03-20 00:00:00,4,0.0034493894311593
AggReturn,2020-03-20 00:00:00,6,0.01323973290621
AggReturn,2020-03-20 00:00:00,8,0.0310884614287222
AggReturn,2020-03-23 00:00:00,2,0.0
AggReturn,2020-03-23 00:00:00,4,0.0492163163772166
AggReturn,2020-03-23 00:00:00,6,0.0182489305154769
AggReturn,2020-03-23 00:00:00,8,0.0985200554977218
AggReturn,2020-03-24 00:00:00,2,0.0
AggReturn,2020-03-24 00:00:00,4,-0.1096260258226629
AggReturn,2020-03-24 00:00:00,6,-0.0568649972322379
AggReturn,2020-03-24 00:00:00,8,-0.027282918348725
AggReturn,2020-03-25 00:00:00,2,0.0
AggReturn,2020-03-25 00:00:00,4,-0.0572211515297518
AggReturn,2020-03-25 00:00:00,6,-0.0175998369910394
AggReturn,2020-03-25 00:00:00,8,-0.0051529141017093
AggReturn,2020-03-26 00:00:00,2,0.0
AggReturn,2020-03-26 00:00:00,4,0.0931990247292655
AggReturn,2020-03-26 00:00:00,6,-0.0075328085400462
AggReturn,2020-03-26 00:00:00,8,-0.0376491672475989
AggReturn,2020-03-27 00:00:00,2,0.0
AggReturn,2020-03-27 00:00:00,4,0.0467440315490408
AggReturn,2020-03-27 00:00:00,6,0.010360153061714
AggReturn,2020-03-27 00:00:00,8,0.0093995962489815
AggReturn,2020-03-30 00:00:00,2,0.0
AggReturn,2020-03-30 00:00:00,4,0.0025355871886121
AggReturn,2020-03-30 00:00:00,6,-0.0073297223152105
AggReturn,2020-03-30 00:00:00,8,0.0331958853466094
AggReturn,2020-03-31 00:00:00,2,0.0
AggReturn,2020-03-31 00:00:00,4,-0.0379124609156271
AggReturn,2020-03-31 00:00:00,6,-0.0197467280306914
AggReturn,2020-03-31 00:00:00,8,-0.004813625857308
AggReturn,2020-04-01 00:00:00,2,-4.137032500990039e-06
AggReturn,2020-04-01 00:00:00,4,0.0099125869896625
AggReturn,2020-04-01 00:00:00,6,0.0305422780375392
AggReturn,2020-04-01 00:00:00,8,0.0217134608329526
AggReturn,2020-04-02 00:00:00,2,0.0897796177209416
AggReturn,2020-04-02 00:00:00,4,0.0464776122298359
AggReturn,2020-04-02 00:00:00,6,0.0399349853904704
AggReturn,2020-04-02 00:00:00,8,0.0006564670464135
AggReturn,2020-04-03 00:00:00,2,0.0235649045355943
AggReturn,2020-04-03 00:00:00,4,0.0309493847028236
AggReturn,2020-04-03 00:00:00,6,0.0266115537796641
AggReturn,2020-04-03 00:00:00,8,0.0230911884114774
AggReturn,2020-04-06 00:00:00,2,0.0241523769765958
AggReturn,2020-04-06 00:00:00,4,0.0170964480322457
AggReturn,2020-04-06 00:00:00,6,0.017259076991424
AggReturn,2020-04-06 00:00:00,8,0.0224639421011404
AggReturn,2020-04-07 00:00:00,2,0.0623722144709474
AggReturn,2020-04-07 00:00:00,4,0.0420163351658768
AggReturn,2020-04-07 00:00:00,6,0.0466666398621921
AggReturn,2020-04-07 00:00:00,8,0.0534985861288557
AggReturn,2020-04-08 00:00:00,2,-0.0103962382572696
AggReturn,2020-04-08 00:00:00,4,-0.0055347507515598
AggReturn,2020-04-08 00:00:00,6,-0.0067820390417686
AggReturn,2020-04-08 00:00:00,8,-0.0046788838102402
AggReturn,2020-04-09 00:00:00,2,0.0214654709427591
AggReturn,2020-04-09 00:00:00,4,0.0207359632169901
AggReturn,2020-04-09 00:00:00,6,0.0208653172718735
AggReturn,2020-04-09 00:00:00,8,0.0110533610420952
AggReturn,2020-04-13 00:00:00,2,-0.0102893104980262
AggReturn,2020-04-13 00:00:00,4,0.0023660018442021
AggReturn,2020-04-13 00:00:00,6,0.0007055446461359
AggReturn,2020-04-13 00:00:00,8,0.0121817051537541
AggReturn,2020-04-14 00:00:00,2,-0.0410296518693064
AggReturn,2020-04-14 00:00:00,4,-0.0369116337620387
AggReturn,2020-04-14 00:00:00,6,-0.0341014423612312
AggReturn,2020-04-14 00:00:00,8,-0.0347285482787012
AggReturn,2020-04-15 00:00:00,2,0.0241313237926696
AggReturn,2020-04-15 00:00:00,4,0.0017480050015768
AggReturn,2020-04-15 00:00:00,6,0.0032193235397084
AggReturn,2020-04-15 00:00:00,8,0.0016285566934552
AggReturn,2020-04-16 00:00:00,2,0.0108218787779712
AggReturn,2020-04-16 00:00:00,4,0.0122460917232616
AggReturn,2020-04-16 00:00:00,6,0.0075455938263045
AggReturn,2020-04-16 00:00:00,8,-0.0046260823259649
AggReturn,2020-04-17 00:00:00,2,-0.0098550150783129
AggReturn,2020-04-17 00:00:00,4,-0.0008339601558093
AggReturn,2020-04-17 00:00:00,6,5.965747080466377e-05
AggReturn,2020-04-17 00:00:00,8,0.0087627730734941
AggReturn,2020-04-20 00:00:00,2,0.0104918409025101
AggReturn,2020-04-20 00:00:00,4,0.0007174882541924
AggReturn,2020-04-20 00:00:00,6,-0.0023493328140289
AggReturn,2020-04-20 00:00:00,8,0.0069036930214967
AggReturn,2020-04-21 00:00:00,2,-0.0219146985306164
AggReturn,2020-04-21 00:00:00,4,-0.0173588470146092
AggReturn,2020-04-21 00:00:00,6,-0.0201390560388284
AggReturn,2020-04-21 00:00:00,8,-0.0119203377245078
AggReturn,2020-04-22 00:00:00,2,-0.0040554881291755
AggReturn,2020-04-22 00:00:00,4,0.0013738001889051
AggReturn,2020-04-22 00:00:00,6,0.0015241109487852
AggReturn,2020-04-22 00:00:00,8,-0.0007723453080704
AggReturn,2020-04-23 00:00:00,2,0.0005077287143511
AggReturn,2020-04-23 00:00:00,4,0.0001157682470539
AggReturn,2020-04-23 00:00:00,6,-0.0014282135325441
AggReturn,2020-04-23 00:00:00,8,0.0074239854816598
AggReturn,2020-04-24 00:00:00,2,-0.0062304680386674
AggReturn,2020-04-24 00:00:00,4,0.0055425767630046
AggReturn,2020-04-24 00:00:00,6,0.0014522974710263
AggReturn,2020-04-24 00:00:00,8,-0.005376550706254
AggReturn,2020-04-27 00:00:00,2,0.0176989299475513
AggReturn,2020-04-27 00:00:00,4,0.008746416127348
AggReturn,2020-04-27 00:00:00,6,0.0089385083198867
AggReturn,2020-04-27 00:00:00,8,0.0008776644273198
AggReturn,2020-04-28 00:00:00,2,-0.0002535617546934
AggReturn,2020-04-28 00:00:00,4,0.0157185741182289
AggReturn,2020-04-28 00:00:00,6,0.0193190578803439
AggReturn,2020-04-28 00:00:00,8,-0.0070980708584434
AggReturn,2020-04-29 00:00:00,2,-0.0367123840310817
AggReturn,2020-04-29 00:00:00,4,-0.0218023550955664
AggReturn,2020-04-29 00:00:00,6,-0.0219353521973379
AggReturn,2020-04-29 00:00:00,8,-0.0031167069712201
AggReturn,2020-04-30 00:00:00,2,0.0162274720555441
AggReturn,2020-04-30 00:00:00,4,0.0132961959918548
AggReturn,2020-04-30 00:00:00,6,0.0113145671656007
AggReturn,2020-04-30 00:00:00,8,0.0126202507808352
AggReturn,2020-05-01 00:00:00,2,-0.0368435683708031
AggReturn,2020-05-01 00:00:00,4,-0.0237096063960256
AggReturn,2020-05-01 00:00:00,6,-0.029712758184284
AggReturn,2020-05-01 00:00:00,8,-0.0210557878060377
AggReturn,2020-05-04 00:00:00,2,0.0109218251597629
AggReturn,2020-05-04 00:00:00,4,0.007705976119933
AggReturn,2020-05-04 00:00:00,6,0.0046727806383375
AggReturn,2020-05-04 00:00:00,8,0.0126068954364257
AggReturn,2020-05-05 00:00:00,2,0.0184350576148584
AggReturn,2020-05-05 00:00:00,4,0.0162791806029472
AggReturn,2020-05-05 00:00:00,6,0.0150937290028865
AggReturn,2020-05-05 00:00:00,8,0.0094070965362739
AggReturn,2020-05-06 00:00:00,2,0.012031115575139
AggReturn,2020-05-06 00:00:00,4,0.012244170403886
AggReturn,2020-05-06 00:00:00,6,0.0034400134726454
AggReturn,2020-05-06 00:00:00,8,0.0121168390811538
AggReturn,2020-05-07 00:00:00,2,0.0117918438347093
AggReturn,2020-05-07 00:00:00,4,0.0014097843804015
AggReturn,2020-05-07 00:00:00,6,-0.0054604823385209
AggReturn,2020-05-07 00:00:00,8,-0.0077820908899818
AggReturn,2020-05-08 00:00:00,2,0.0157004162623739
AggReturn,2020-05-08 00:00:00,4,0.0069834021831481
