Field,StrategyOrDate,SHORT_ONLY,LONG_ONLY,Value
AggReturn,2019-01-07 00:00:00,False,True,-0.0090401044272635
AggReturn,2019-01-07 00:00:00,True,False,0.007531720455063
AggReturn,2019-01-07 00:00:00,True,True,-0.0090401044272635
AggReturn,2019-01-08 00:00:00,False,False,-0.0425738030705208
AggReturn,2019-01-08 00:00:00,False,True,-0.0020529628818555
AggReturn,2019-01-08 00:00:00,True,False,-0.0830946432591862
AggReturn,2019-01-08 00:00:00,True,True,-0.0020529628818555
AggReturn,2019-01-09 00:00:00,False,False,-0.0402178414538717
AggReturn,2019-01-09 00:00:00,False,True,-0.0071530706364885
AggReturn,2019-01-09 00:00:00,True,False,-0.0732826122712549
AggReturn,2019-01-09 00:00:00,True,True,-0.0071530706364885
AggReturn,2019-01-10 00:00:00,False,False,0.0372224924978044
AggReturn,2019-01-10 00:00:00,False,True,0.00750954888117
AggReturn,2019-01-10 00:00:00,True,False,0.0669354361144388
AggReturn,2019-01-10 00:00:00,True,True,0.00750954888117
AggReturn,2019-01-11 00:00:00,False,False,0.0386062286109876
AggReturn,2019-01-11 00:00:00,False,True,0.0057421523654284
AggReturn,2019-01-11 00:00:00,True,False,0.0714703048565468
AggReturn,2019-01-11 00:00:00,True,True,0.0057421523654284
AggReturn,2019-01-14 00:00:00,False,False,0.0119708965215295
AggReturn,2019-01-14 00:00:00,False,True,-0.0023900983728123
AggReturn,2019-01-14 00:00:00,True,False,0.0263318914158714
AggReturn,2019-01-14 00:00:00,True,True,-0.0023900983728123
AggReturn,2019-01-15 00:00:00,False,False,0.0183065533799597
AggReturn,2019-01-15 00:00:00,False,True,-0.006014582525042
AggReturn,2019-01-15 00:00:00,True,False,0.0426276892849615
AggReturn,2019-01-15 00:00:00,True,True,-0.006014582525042
AggReturn,2019-01-16 00:00:00,False,False,0.050729971490484
AggReturn,2019-01-16 00:00:00,False,True,0.0092958904595288
AggReturn,2019-01-16 00:00:00,True,False,0.0921640525214392
AggReturn,2019-01-16 00:00:00,True,True,0.0092958904595288
AggReturn,2019-01-17 00:00:00,False,False,0.027863473737182
AggReturn,2019-01-17 00:00:00,False,True,0.0069308546782712
AggReturn,2019-01-17 00:00:00,True,False,0.0487960927960928
AggReturn,2019-01-17 00:00:00,True,True,0.0069308546782712
AggReturn,2019-01-18 00:00:00,False,False,-0.0556932725254275
AggReturn,2019-01-18 00:00:00,False,True,0.0140118502670552
AggReturn,2019-01-18 00:00:00,True,False,-0.1253983953179102
AggReturn,2019-01-18 00:00:00,True,True,0.0140118502670552
AggReturn,2019-01-22 00:00:00,False,False,0.0083552299876272
AggReturn,2019-01-22 00:00:00,False,True,-0.0039137538570093
AggReturn,2019-01-22 00:00:00,True,False,0.0206242138322639
AggReturn,2019-01-22 00:00:00,True,True,-0.0039137538570093
AggReturn,2019-01-23 00:00:00,False,False,0.014779212270876
AggReturn,2019-01-23 00:00:00,False,True,0.0030180464368412
AggReturn,2019-01-23 00:00:00,True,False,0.0265403781049108
AggReturn,2019-01-23 00:00:00,True,True,0.0030180464368412
AggReturn,2019-01-24 00:00:00,False,False,0.0078703127486285
AggReturn,2019-01-24 00:00:00,False,True,0.0023327208549188
AggReturn,2019-01-24 00:00:00,True,False,0.0134079046423383
AggReturn,2019-01-24 00:00:00,True,True,0.0023327208549188
AggReturn,2019-01-25 00:00:00,False,False,-0.0014007081779337
AggReturn,2019-01-25 00:00:00,False,True,-0.0065091283969129
AggReturn,2019-01-25 00:00:00,True,False,0.0037077120410454
AggReturn,2019-01-25 00:00:00,True,True,-0.0065091283969129
AggReturn,2019-01-28 00:00:00,False,False,-0.0049192350621747
AggReturn,2019-01-28 00:00:00,False,True,-0.0044796949139822
AggReturn,2019-01-28 00:00:00,True,False,-0.0053587752103672
AggReturn,2019-01-28 00:00:00,True,True,-0.0044796949139822
AggReturn,2019-01-29 00:00:00,False,False,0.0325084138796442
AggReturn,2019-01-29 00:00:00,False,True,0.002247166583089
AggReturn,2019-01-29 00:00:00,True,False,0.0627696611761994
AggReturn,2019-01-29 00:00:00,True,True,0.002247166583089
AggReturn,2019-01-30 00:00:00,False,False,0.0145866715678041
AggReturn,2019-01-30 00:00:00,False,True,0.0044279667290604
AggReturn,2019-01-30 00:00:00,True,False,0.0247453764065478
AggReturn,2019-01-30 00:00:00,True,True,0.0044279667290604
AggReturn,2019-01-31 00:00:00,False,False,-0.0123051852977609
AggReturn,2019-01-31 00:00:00,False,True,-0.0015660333369959
AggReturn,2019-01-31 00:00:00,True,False,-0.0230443372585259
AggReturn,2019-01-31 00:00:00,True,True,-0.0015660333369959
AggReturn,2019-02-01 00:00:00,False,False,0.0014877486401792
AggReturn,2019-02-01 00:00:00,False,True,-0.0052385834136553
AggReturn,2019-02-01 00:00:00,True,False,0.0082140806940138
AggReturn,2019-02-01 00:00:00,True,True,-0.0052385834136553
AggReturn,2019-02-04 00:00:00,False,False,-0.0341761941140503
AggReturn,2019-02-04 00:00:00,False,True,0.0038497787579204
AggReturn,2019-02-04 00:00:00,True,False,-0.0722021669860211
AggReturn,2019-02-04 00:00:00,True,True,0.0038497787579204
AggReturn,2019-02-05 00:00:00,False,False,0.0084666641573874
AggReturn,2019-02-05 00:00:00,False,True,0.0079457011021771
AggReturn,2019-02-05 00:00:00,True,False,0.0089876272125977
AggReturn,2019-02-05 00:00:00,True,True,0.0079457011021771
AggReturn,2019-02-06 00:00:00,False,False,-0.0180600390966523
AggReturn,2019-02-06 00:00:00,False,True,0.0004659634214127
AggReturn,2019-02-06 00:00:00,True,False,-0.0365860416147175
AggReturn,2019-02-06 00:00:00,True,True,0.0004659634214127
AggReturn,2019-02-07 00:00:00,False,False,0.0349520216761516
AggReturn,2019-02-07 00:00:00,False,True,0.0034199866964412
AggReturn,2019-02-07 00:00:00,True,False,0.0664840566558619
AggReturn,2019-02-07 00:00:00,True,True,0.0034199866964412
AggReturn,2019-02-08 00:00:00,False,False,0.0268592631655991
AggReturn,2019-02-08 00:00:00,False,True,0.0080019541142181
AggReturn,2019-02-08 00:00:00,True,False,0.04571657221698
AggReturn,2019-02-08 00:00:00,True,True,0.0080019541142181
AggReturn,2019-02-11 00:00:00,False,False,0.034284612204757
AggReturn,2019-02-11 00:00:00,False,True,-0.0031049985375867
AggReturn,2019-02-11 00:00:00,True,False,0.0716742229471007
AggReturn,2019-02-11 00:00:00,True,True,-0.0031049985375867
AggReturn,2019-02-12 00:00:00,False,False,0.0031303231586071
AggReturn,2019-02-12 00:00:00,False,True,0.0097659586910951
AggReturn,2019-02-12 00:00:00,True,False,-0.0035053123738807
AggReturn,2019-02-12 00:00:00,True,True,0.0097659586910951
AggReturn,2019-02-13 00:00:00,False,False,-0.0013529850742035
AggReturn,2019-02-13 00:00:00,False,True,0.0028635602978516
AggReturn,2019-02-13 00:00:00,True,False,-0.0055695304462587
AggReturn,2019-02-13 00:00:00,True,True,0.0028635602978516
AggReturn,2019-02-14 00:00:00,False,False,-0.0055371285991088
AggReturn,2019-02-14 00:00:00,False,True,-0.004150785456266
AggReturn,2019-02-14 00:00:00,True,False,-0.0069234717419517
AggReturn,2019-02-14 00:00:00,True,True,-0.004150785456266
AggReturn,2019-02-15 00:00:00,False,False,0.029415730637053
AggReturn,2019-02-15 00:00:00,False,True,0.0102627190392439
AggReturn,2019-02-15 00:00:00,True,False,0.0485687422348621
AggReturn,2019-02-15 00:00:00,True,True,0.0102627190392439
AggReturn,2019-02-19 00:00:00,False,False,-0.0723988051083132
AggReturn,2019-02-19 00:00:00,False,True,0.0017579477032049
AggReturn,2019-02-19 00:00:00,True,False,-0.1465555579198315
AggReturn,2019-02-19 00:00:00,True,True,0.0017579477032049
AggReturn,2019-02-20 00:00:00,False,False,-0.0048847170362787
AggReturn,2019-02-20 00:00:00,False,True,0.0037925185348767
AggReturn,2019-02-20 00:00:00,True,False,-0.0135619526074342
AggReturn,2019-02-20 00:00:00,True,True,0.0037925185348767
AggReturn,2019-02-21 00:00:00,False,False,0.0344459377274504
AggReturn,2019-02-21 00:00:00,False,True,0.0049492955567838
AggReturn,2019-02-21 00:00:00,True,False,0.0639425798981171
AggReturn,2019-02-21 00:00:00,True,True,0.0049492955567838
AggReturn,2019-02-22 00:00:00,False,False,0.0261995518885573
AggReturn,2019-02-22 00:00:00,False,True,-0.0011150092025977
AggReturn,2019-02-22 00:00:00,True,False,0.0535141129797124
AggReturn,2019-02-22 00:00:00,True,True,-0.0011150092025977
AggReturn,2019-02-25 00:00:00,False,False,0.0141179217886979
AggReturn,2019-02-25 00:00:00,False,True,0.005972771681971
AggReturn,2019-02-25 00:00:00,True,False,0.0222630718954248
AggReturn,2019-02-25 00:00:00,True,True,0.005972771681971
AggReturn,2019-02-26 00:00:00,False,False,-0.0225801527969271
AggReturn,2019-02-26 00:00:00,False,True,0.0211360909841578
AggReturn,2019-02-26 00:00:00,True,False,-0.0662963965780121
AggReturn,2019-02-26 00:00:00,True,True,0.0211360909841578
AggReturn,2019-02-27 00:00:00,False,False,0.0109747253059292
AggReturn,2019-02-27 00:00:00,False,True,-0.0320999389070483
AggReturn,2019-02-27 00:00:00,True,False,0.0540493895189069
AggReturn,2019-02-27 00:00:00,True,True,-0.0320999389070483
AggReturn,2019-02-28 00:00:00,False,False,0.0030260068517758
AggReturn,2019-02-28 00:00:00,False,True,0.0096527322698594
AggReturn,2019-02-28 00:00:00,True,False,-0.0036007185663076
AggReturn,2019-02-28 00:00:00,True,True,0.0096527322698594
AggReturn,2019-03-01 00:00:00,False,False,0.0043475875663263
AggReturn,2019-03-01 00:00:00,False,True,0.0185340153587171
AggReturn,2019-03-01 00:00:00,True,False,-0.0098375438290929
AggReturn,2019-03-01 00:00:00,True,True,0.0185340153587171
AggReturn,2019-03-04 00:00:00,False,False,-0.0058575552780792
AggReturn,2019-03-04 00:00:00,False,True,0.0015089296321835
AggReturn,2019-03-04 00:00:00,True,False,-0.0113824189607763
AggReturn,2019-03-04 00:00:00,True,True,0.0015089296321835
AggReturn,2019-03-05 00:00:00,False,False,-0.0018143393629407
AggReturn,2019-03-05 00:00:00,False,True,-0.0037811157215648
AggReturn,2019-03-05 00:00:00,True,False,-0.0003392570939726
AggReturn,2019-03-05 00:00:00,True,True,-0.0037811157215648
AggReturn,2019-03-06 00:00:00,False,False,0.0099118372393813
AggReturn,2019-03-06 00:00:00,False,True,0.0038478315904047
AggReturn,2019-03-06 00:00:00,True,False,0.0144598414761138
AggReturn,2019-03-06 00:00:00,True,True,0.0038478315904047
AggReturn,2019-03-07 00:00:00,False,False,0.0046000246003335
AggReturn,2019-03-07 00:00:00,False,True,-0.0091475568263058
AggReturn,2019-03-07 00:00:00,True,False,0.0149107106703131
AggReturn,2019-03-07 00:00:00,True,True,-0.0091475568263058
AggReturn,2019-03-08 00:00:00,False,False,-0.1655203405834259
AggReturn,2019-03-08 00:00:00,False,True,-0.0006428768292954
AggReturn,2019-03-08 00:00:00,True,False,-0.2891784383990238
AggReturn,2019-03-08 00:00:00,True,True,-0.0006428768292954
AggReturn,2019-03-11 00:00:00,False,False,-0.0210256536119771
AggReturn,2019-03-11 00:00:00,False,True,0.0052629834630836
AggReturn,2019-03-11 00:00:00,True,False,-0.0407421314182727
AggReturn,2019-03-11 00:00:00,True,True,0.0052629834630836
AggReturn,2019-03-12 00:00:00,False,False,0.0481776278691957
AggReturn,2019-03-12 00:00:00,False,True,0.0064473425665472
AggReturn,2019-03-12 00:00:00,True,False,0.079475341846182
AggReturn,2019-03-12 00:00:00,True,True,0.0064473425665472
AggReturn,2019-03-13 00:00:00,False,False,0.03216192682473
AggReturn,2019-03-13 00:00:00,False,True,-0.001067105589008
AggReturn,2019-03-13 00:00:00,True,False,0.0570837011350336
AggReturn,2019-03-13 00:00:00,True,True,-0.001067105589008
AggReturn,2019-03-14 00:00:00,False,False,0.0002398231041512
AggReturn,2019-03-14 00:00:00,False,True,0.0003434838949211
AggReturn,2019-03-14 00:00:00,True,False,0.0001620775110738
AggReturn,2019-03-14 00:00:00,True,True,0.0003434838949211
AggReturn,2019-03-15 00:00:00,False,False,0.0044618210433253
AggReturn,2019-03-15 00:00:00,False,True,0.0067374313770626
AggReturn,2019-03-15 00:00:00,True,False,0.0027551132930223
AggReturn,2019-03-15 00:00:00,True,True,0.0067374313770626
AggReturn,2019-03-18 00:00:00,False,False,0.0529639409756151
AggReturn,2019-03-18 00:00:00,False,True,0.0068560419711341
AggReturn,2019-03-18 00:00:00,True,False,0.0875448652289759
AggReturn,2019-03-18 00:00:00,True,True,0.0068560419711341
AggReturn,2019-03-19 00:00:00,False,False,0.0273572703902045
AggReturn,2019-03-19 00:00:00,False,True,0.0020805585309079
AggReturn,2019-03-19 00:00:00,True,False,0.0463148042846771
AggReturn,2019-03-19 00:00:00,True,True,0.0020805585309079
AggReturn,2019-03-20 00:00:00,False,False,-0.0017005627122825
AggReturn,2019-03-20 00:00:00,False,True,0.0051974742213067
AggReturn,2019-03-20 00:00:00,True,False,-0.0068740904124746
AggReturn,2019-03-20 00:00:00,True,True,0.0051974742213067
AggReturn,2019-03-21 00:00:00,False,False,-0.0116135273907191
AggReturn,2019-03-21 00:00:00,False,True,-0.0147811268687231
AggReturn,2019-03-21 00:00:00,True,False,-0.0092378277822161
AggReturn,2019-03-21 00:00:00,True,True,-0.0147811268687231
AggReturn,2019-03-22 00:00:00,False,False,0.0115521100303621
AggReturn,2019-03-22 00:00:00,False,True,0.0176927055449749
AggReturn,2019-03-22 00:00:00,True,False,0.0069466633944025
AggReturn,2019-03-22 00:00:00,True,True,0.0176927055449749
AggReturn,2019-03-25 00:00:00,False,False,0.0186106631434196
AggReturn,2019-03-25 00:00:00,False,True,-0.0134814303051801
AggReturn,2019-03-25 00:00:00,True,False,0.0426797332298695
AggReturn,2019-03-25 00:00:00,True,True,-0.0134814303051801
AggReturn,2019-03-26 00:00:00,False,False,-0.0030037538874872
AggReturn,2019-03-26 00:00:00,False,True,0.006513042921988
AggReturn,2019-03-26 00:00:00,True,False,-0.0101413514945937
AggReturn,2019-03-26 00:00:00,True,True,0.006513042921988
AggReturn,2019-03-27 00:00:00,False,False,0.0240476766683091
AggReturn,2019-03-27 00:00:00,False,True,0.0097004315755198
AggReturn,2019-03-27 00:00:00,True,False,0.034808110487901
AggReturn,2019-03-27 00:00:00,True,True,0.0097004315755198
AggReturn,2019-03-28 00:00:00,False,False,0.0269434112364407
AggReturn,2019-03-28 00:00:00,False,True,0.0020531194432847
AggReturn,2019-03-28 00:00:00,True,False,0.0456111300813076
AggReturn,2019-03-28 00:00:00,True,True,0.0020531194432847
AggReturn,2019-03-29 00:00:00,False,False,0.0193085680183906
AggReturn,2019-03-29 00:00:00,False,True,0.0042874605061827
AggReturn,2019-03-29 00:00:00,True,False,0.0305743986525466
AggReturn,2019-03-29 00:00:00,True,True,0.0042874605061827
AggReturn,2019-04-01 00:00:00,False,False,0.0091672440111401
AggReturn,2019-04-01 00:00:00,False,True,0.0192210202391967
AggReturn,2019-04-01 00:00:00,True,False,0.0016269118400976
AggReturn,2019-04-01 00:00:00,True,True,0.0192210202391967
AggReturn,2019-04-02 00:00:00,False,False,-0.0116081537028179
AggReturn,2019-04-02 00:00:00,False,True,-0.0013607185434851
AggReturn,2019-04-02 00:00:00,True,False,-0.0192937300723176
AggReturn,2019-04-02 00:00:00,True,True,-0.0013607185434851
AggReturn,2019-04-03 00:00:00,False,False,0.0206677579867003
AggReturn,2019-04-03 00:00:00,False,True,0.0097050667151008
AggReturn,2019-04-03 00:00:00,True,False,0.0288897764403999
AggReturn,2019-04-03 00:00:00,True,True,0.0097050667151008
AggReturn,2019-04-04 00:00:00,False,False,0.0119613414346568
AggReturn,2019-04-04 00:00:00,False,True,-0.0021715852092775
AggReturn,2019-04-04 00:00:00,True,False,0.0225610364176077
AggReturn,2019-04-04 00:00:00,True,True,-0.0021715852092775
AggReturn,2019-04-05 00:00:00,False,False,0.0078725259770061
AggReturn,2019-04-05 00:00:00,False,True,0.001152300677225
AggReturn,2019-04-05 00:00:00,True,False,0.0129126949518419
AggReturn,2019-04-05 00:00:00,True,True,0.001152300677225
AggReturn,2019-04-08 00:00:00,False,False,-0.0063499888370961
AggReturn,2019-04-08 00:00:00,False,True,0.0024030847866097
AggReturn,2019-04-08 00:00:00,True,False,-0.0129147940548755
AggReturn,2019-04-08 00:00:00,True,True,0.0024030847866097
AggReturn,2019-04-09 00:00:00,False,False,0.0210440733430493
AggReturn,2019-04-09 00:00:00,False,True,0.0065303740323324
AggReturn,2019-04-09 00:00:00,True,False,0.0319293478260869
AggReturn,2019-04-09 00:00:00,True,True,0.0065303740323324
AggReturn,2019-04-10 00:00:00,False,False,-0.115663971545976
AggReturn,2019-04-10 00:00:00,False,True,0.0123039787636082
AggReturn,2019-04-10 00:00:00,True,False,-0.2116399342781643
AggReturn,2019-04-10 00:00:00,True,True,0.0123039787636082
AggReturn,2019-04-11 00:00:00,False,False,0.0611232546502707
AggReturn,2019-04-11 00:00:00,False,True,-0.0016360375198199
AggReturn,2019-04-11 00:00:00,True,False,0.1081927237778387
AggReturn,2019-04-11 00:00:00,True,True,-0.0016360375198199
AggReturn,2019-04-12 00:00:00,False,False,0.0236651032744485
AggReturn,2019-04-12 00:00:00,False,True,0.0056252848750029
AggReturn,2019-04-12 00:00:00,True,False,0.0371949670740327
AggReturn,2019-04-12 00:00:00,True,True,0.0056252848750029
AggReturn,2019-04-15 00:00:00,False,False,-0.0161726410101692
AggReturn,2019-04-15 00:00:00,False,True,-0.0089888148341261
AggReturn,2019-04-15 00:00:00,True,False,-0.0215605106422016
AggReturn,2019-04-15 00:00:00,True,True,-0.0089888148341261
AggReturn,2019-04-16 00:00:00,False,False,0.0342118873987922
AggReturn,2019-04-16 00:00:00,False,True,0.0024731477686744
AggReturn,2019-04-16 00:00:00,True,False,0.0580159421213806
AggReturn,2019-04-16 00:00:00,True,True,0.0024731477686744
AggReturn,2019-04-17 00:00:00,False,False,0.004875659859913
AggReturn,2019-04-17 00:00:00,False,True,-0.0145894220330671
AggReturn,2019-04-17 00:00:00,True,False,0.0194744712796482
AggReturn,2019-04-17 00:00:00,True,True,-0.0145894220330671
AggReturn,2019-04-18 00:00:00,False,False,-0.0004058366584271
AggReturn,2019-04-18 00:00:00,False,True,-0.0188645019732557
AggReturn,2019-04-18 00:00:00,True,False,0.0134381623276942
AggReturn,2019-04-18 00:00:00,True,True,-0.0188645019732557
AggReturn,2019-04-22 00:00:00,False,False,-0.001717003103689
AggReturn,2019-04-22 00:00:00,False,True,0.0037710406165961
AggReturn,2019-04-22 00:00:00,True,False,-0.0058330358939029
AggReturn,2019-04-22 00:00:00,True,True,0.0037710406165961
AggReturn,2019-04-23 00:00:00,False,False,0.0181577741894577
AggReturn,2019-04-23 00:00:00,False,True,-0.0030618505323936
AggReturn,2019-04-23 00:00:00,True,False,0.0340724927308462
AggReturn,2019-04-23 00:00:00,True,True,-0.0030618505323936
AggReturn,2019-04-24 00:00:00,False,False,-0.0094688168920169
AggReturn,2019-04-24 00:00:00,False,True,0.0058123751003941
AggReturn,2019-04-24 00:00:00,True,False,-0.0209297108863252
AggReturn,2019-04-24 00:00:00,True,True,0.0058123751003941
AggReturn,2019-04-25 00:00:00,False,False,0.0026321659355896
AggReturn,2019-04-25 00:00:00,False,True,-0.001171384574431
AggReturn,2019-04-25 00:00:00,True,False,0.0054848288181052
AggReturn,2019-04-25 00:00:00,True,True,-0.001171384574431
AggReturn,2019-04-26 00:00:00,False,False,0.0227358626848265
AggReturn,2019-04-26 00:00:00,False,True,0.0029169461894159
AggReturn,2019-04-26 00:00:00,True,False,0.0376000500563845
AggReturn,2019-04-26 00:00:00,True,True,0.0029169461894159
AggReturn,2019-04-29 00:00:00,False,False,0.0161890475841575
AggReturn,2019-04-29 00:00:00,False,True,0.0043264384938768
AggReturn,2019-04-29 00:00:00,True,False,0.0250860044018681
AggReturn,2019-04-29 00:00:00,True,True,0.0043264384938768
AggReturn,2019-04-30 00:00:00,False,False,0.0006909931868573
AggReturn,2019-04-30 00:00:00,False,True,-0.0024773066099506
AggReturn,2019-04-30 00:00:00,True,False,0.0030672180344633
AggReturn,2019-04-30 00:00:00,True,True,-0.0024773066099506
AggReturn,2019-05-01 00:00:00,False,False,0.0198817914097604
AggReturn,2019-05-01 00:00:00,False,True,0.0047610613107211
AggReturn,2019-05-01 00:00:00,True,False,0.0312209039896997
AggReturn,2019-05-01 00:00:00,True,True,0.0047610613107211
AggReturn,2019-05-02 00:00:00,False,False,-0.0483338581285997
AggReturn,2019-05-02 00:00:00,False,True,-0.0141661662437286
AggReturn,2019-05-02 00:00:00,True,False,-0.0568757810998175
AggReturn,2019-05-02 00:00:00,True,True,-0.0141661662437286
AggReturn,2019-05-03 00:00:00,False,False,0.0583593076725865
AggReturn,2019-05-03 00:00:00,False,True,0.0119665878718926
AggReturn,2019-05-03 00:00:00,True,False,0.06995748762276
AggReturn,2019-05-03 00:00:00,True,True,0.0119665878718926
AggReturn,2019-05-06 00:00:00,False,False,0.0093662431930539
AggReturn,2019-05-06 00:00:00,False,True,0.0161395864522229
AggReturn,2019-05-06 00:00:00,True,False,0.0076729073782617
AggReturn,2019-05-06 00:00:00,True,True,0.0161395864522229
AggReturn,2019-05-07 00:00:00,False,False,-0.0111159098594562
AggReturn,2019-05-07 00:00:00,False,True,0.0006707190069537
AggReturn,2019-05-07 00:00:00,True,False,-0.0140625670760587
AggReturn,2019-05-07 00:00:00,True,True,0.0006707190069537
AggReturn,2019-05-08 00:00:00,False,False,0.0135258943585617
AggReturn,2019-05-08 00:00:00,False,True,0.0052189355892071
AggReturn,2019-05-08 00:00:00,True,False,0.0156026340509004
AggReturn,2019-05-08 00:00:00,True,True,0.0052189355892071
AggReturn,2019-05-09 00:00:00,False,False,-0.0359409149875948
AggReturn,2019-05-09 00:00:00,False,True,0.005387507290042
AggReturn,2019-05-09 00:00:00,True,False,-0.046273020557004
AggReturn,2019-05-09 00:00:00,True,True,0.005387507290042
AggReturn,2019-05-10 00:00:00,False,False,0.0175169935001898
AggReturn,2019-05-10 00:00:00,False,True,0.0071158777036461
AggReturn,2019-05-10 00:00:00,True,False,0.0201172724493257
AggReturn,2019-05-10 00:00:00,True,True,0.0071158777036461
AggReturn,2019-05-13 00:00:00,False,False,0.0183503150765357
AggReturn,2019-05-13 00:00:00,False,True,-0.0136659130777384
AggReturn,2019-05-13 00:00:00,True,False,0.0263543721151042
AggReturn,2019-05-13 00:00:00,True,True,-0.0136659130777384
AggReturn,2019-05-14 00:00:00,False,False,0.0448517398792011
AggReturn,2019-05-14 00:00:00,False,True,0.0005563787636408
AggReturn,2019-05-14 00:00:00,True,False,0.0559255801580911
AggReturn,2019-05-14 00:00:00,True,True,0.0005563787636408
AggReturn,2019-05-15 00:00:00,False,False,-0.0043078580998741
AggReturn,2019-05-15 00:00:00,False,True,0.0189415290672196
AggReturn,2019-05-15 00:00:00,True,False,-0.0101202048916476
AggReturn,2019-05-15 00:00:00,True,True,0.0189415290672196
AggReturn,2019-05-16 00:00:00,False,False,-0.0055689929312397
AggReturn,2019-05-16 00:00:00,False,True,0.0110079350419887
AggReturn,2019-05-16 00:00:00,True,False,-0.0097132249245468
AggReturn,2019-05-16 00:00:00,True,True,0.0110079350419887
AggReturn,2019-05-17 00:00:00,False,False,0.0289138972657716
AggReturn,2019-05-17 00:00:00,False,True,0.0095584422295098
AggReturn,2019-05-17 00:00:00,True,False,0.0337527610248371
AggReturn,2019-05-17 00:00:00,True,True,0.0095584422295098
AggReturn,2019-05-20 00:00:00,False,False,0.0544057916281762
AggReturn,2019-05-20 00:00:00,False,True,0.0109540787834527
AggReturn,2019-05-20 00:00:00,True,False,0.0652687198393571
AggReturn,2019-05-20 00:00:00,True,True,0.0109540787834527
AggReturn,2019-05-21 00:00:00,False,False,0.000370860504685
AggReturn,2019-05-21 00:00:00,False,True,-0.0054000640087948
AggReturn,2019-05-21 00:00:00,True,False,0.001813591633055
AggReturn,2019-05-21 00:00:00,True,True,-0.0054000640087948
AggReturn,2019-05-22 00:00:00,False,False,0.0068238411800263
AggReturn,2019-05-22 00:00:00,False,True,0.007608226337916
AggReturn,2019-05-22 00:00:00,True,False,0.0066277448905539
AggReturn,2019-05-22 00:00:00,True,True,0.007608226337916
AggReturn,2019-05-23 00:00:00,False,False,0.0830991825270639
AggReturn,2019-05-23 00:00:00,False,True,-0.0051069242531538
AggReturn,2019-05-23 00:00:00,True,False,0.1051507092221183
AggReturn,2019-05-23 00:00:00,True,True,-0.0051069242531538
AggReturn,2019-05-24 00:00:00,False,False,0.04511009371598
AggReturn,2019-05-24 00:00:00,False,True,0.0102735316466484
AggReturn,2019-05-24 00:00:00,True,False,0.0538192342333129
AggReturn,2019-05-24 00:00:00,True,True,0.0102735316466484
AggReturn,2019-05-28 00:00:00,False,False,-0.0169495968166482
AggReturn,2019-05-28 00:00:00,False,True,-0.0113986809841279
AggReturn,2019-05-28 00:00:00,True,False,-0.0183373257747783
AggReturn,2019-05-28 00:00:00,True,True,-0.0113986809841279
AggReturn,2019-05-29 00:00:00,False,False,0.0456578223358902
AggReturn,2019-05-29 00:00:00,False,True,0.0060882607148304
AggReturn,2019-05-29 00:00:00,True,False,0.0555502127411552
AggReturn,2019-05-29 00:00:00,True,True,0.0060882607148304
AggReturn,2019-05-30 00:00:00,False,False,-0.015029789359061
AggReturn,2019-05-30 00:00:00,False,True,-0.0106581120225237
AggReturn,2019-05-30 00:00:00,True,False,-0.0161227086931953
AggReturn,2019-05-30 00:00:00,True,True,-0.0106581120225237
