Field,StrategyOrDate,EWM_COM,Value
AggReturn,2019-04-11 00:00:00,2,0.0076826122106743
AggReturn,2019-04-11 00:00:00,4,0.0160915127739476
AggReturn,2019-04-11 00:00:00,8,0.0240007085978391
AggReturn,2019-04-12 00:00:00,None,-0.0031126441855084
AggReturn,2019-04-12 00:00:00,2,0.0185360953317432
AggReturn,2019-04-12 00:00:00,4,0.0095687472651149
AggReturn,2019-04-12 00:00:00,8,-0.0002480357981968
AggReturn,2019-04-15 00:00:00,None,-0.017237607407895
AggReturn,2019-04-15 00:00:00,2,-0.0020609763904301
AggReturn,2019-04-15 00:00:00,4,-0.000986476648634
AggReturn,2019-04-15 00:00:00,8,-0.0095325219062644
AggReturn,2019-04-16 00:00:00,None,0.0283063475863656
AggReturn,2019-04-16 00:00:00,2,0.021585014014211
AggReturn,2019-04-16 00:00:00,4,0.0183776978609507
AggReturn,2019-04-16 00:00:00,8,0.0279583136826305
AggReturn,2019-04-17 00:00:00,None,-0.0039472027693704
AggReturn,2019-04-17 00:00:00,2,0.0015552121650838
AggReturn,2019-04-17 00:00:00,4,0.0035993776565664
AggReturn,2019-04-17 00:00:00,8,0.0031494554494956
AggReturn,2019-04-18 00:00:00,None,-0.0094473034447588
AggReturn,2019-04-18 00:00:00,2,-0.0148399031365034
AggReturn,2019-04-18 00:00:00,4,-0.0168151215819256
AggReturn,2019-04-18 00:00:00,8,-0.0105465647175182
AggReturn,2019-04-22 00:00:00,None,0.0250270684734647
AggReturn,2019-04-22 00:00:00,2,0.0023509181409057
AggReturn,2019-04-22 00:00:00,4,0.004775835336828
AggReturn,2019-04-22 00:00:00,8,0.01495471798869
AggReturn,2019-04-23 00:00:00,None,0.0161459106031694
AggReturn,2019-04-23 00:00:00,2,0.007748951889995
AggReturn,2019-04-23 00:00:00,4,0.0065276560121042
AggReturn,2019-04-23 00:00:00,8,0.0127871707087043
AggReturn,2019-04-24 00:00:00,None,-0.0137843779458599
AggReturn,2019-04-24 00:00:00,2,-0.0142868066178728
AggReturn,2019-04-24 00:00:00,4,-0.0197254450859016
AggReturn,2019-04-24 00:00:00,8,-0.0197597644501639
AggReturn,2019-04-25 00:00:00,None,0.0176115608555815
AggReturn,2019-04-25 00:00:00,2,0.0140833423339295
AggReturn,2019-04-25 00:00:00,4,0.0170930317442482
AggReturn,2019-04-25 00:00:00,8,0.0223093439526877
AggReturn,2019-04-26 00:00:00,None,0.0107134595639774
AggReturn,2019-04-26 00:00:00,2,0.0081559182137412
AggReturn,2019-04-26 00:00:00,4,0.0060354042136358
AggReturn,2019-04-26 00:00:00,8,0.0099684786869313
AggReturn,2019-04-29 00:00:00,None,-0.0041852804228941
AggReturn,2019-04-29 00:00:00,2,0.0080760384967842
AggReturn,2019-04-29 00:00:00,4,0.0096377047488545
AggReturn,2019-04-29 00:00:00,8,0.0035628617851178
AggReturn,2019-04-30 00:00:00,None,0.0196425332052012
AggReturn,2019-04-30 00:00:00,2,-0.0075707319255597
AggReturn,2019-04-30 00:00:00,4,0.002386996898422
AggReturn,2019-04-30 00:00:00,8,0.0151094556194526
AggReturn,2019-05-01 00:00:00,None,-0.0061882420182368
AggReturn,2019-05-01 00:00:00,2,0.0156303865329131
AggReturn,2019-05-01 00:00:00,4,0.0134947780008911
AggReturn,2019-05-01 00:00:00,8,0.0089012426353337
AggReturn,2019-05-02 00:00:00,None,-0.0042623296185646
AggReturn,2019-05-02 00:00:00,2,-0.0462466469883851
AggReturn,2019-05-02 00:00:00,4,-0.0462466469883851
AggReturn,2019-05-02 00:00:00,8,-0.0462466469883851
AggReturn,2019-05-03 00:00:00,None,0.0192076310679064
AggReturn,2019-05-03 00:00:00,2,0.0239088795767142
AggReturn,2019-05-03 00:00:00,4,0.0239088795767142
AggReturn,2019-05-03 00:00:00,8,0.0239088795767142
AggReturn,2019-05-06 00:00:00,None,0.0312250764776148
AggReturn,2019-05-06 00:00:00,2,0.0303706726777877
AggReturn,2019-05-06 00:00:00,4,0.0303706726777877
AggReturn,2019-05-06 00:00:00,8,0.0303706726777877
AggReturn,2019-05-07 00:00:00,None,-0.0290805473031562
AggReturn,2019-05-07 00:00:00,2,-0.0456495815426569
AggReturn,2019-05-07 00:00:00,4,-0.0456495815426569
AggReturn,2019-05-07 00:00:00,8,-0.0456495815426569
AggReturn,2019-05-08 00:00:00,None,0.0356708965938463
AggReturn,2019-05-08 00:00:00,2,0.0062531283970654
AggReturn,2019-05-08 00:00:00,4,0.0062531283970654
AggReturn,2019-05-08 00:00:00,8,0.0062531283970654
AggReturn,2019-05-09 00:00:00,None,-0.0172046819902061
AggReturn,2019-05-09 00:00:00,2,0.030344196298569
AggReturn,2019-05-09 00:00:00,4,0.030344196298569
AggReturn,2019-05-09 00:00:00,8,0.030344196298569
AggReturn,2019-05-10 00:00:00,None,0.0137832769386786
AggReturn,2019-05-10 00:00:00,2,0.002789116966539
AggReturn,2019-05-10 00:00:00,4,0.002789116966539
AggReturn,2019-05-10 00:00:00,8,0.002789116966539
AggReturn,2019-05-13 00:00:00,None,0.005170988674483
AggReturn,2019-05-13 00:00:00,2,0.0385273549505748
AggReturn,2019-05-13 00:00:00,4,0.0385273549505748
AggReturn,2019-05-13 00:00:00,8,0.0385273549505748
AggReturn,2019-05-14 00:00:00,None,0.024361984462795
AggReturn,2019-05-14 00:00:00,2,0.0158386843336766
AggReturn,2019-05-14 00:00:00,4,0.0158386843336766
AggReturn,2019-05-14 00:00:00,8,0.0158386843336766
AggReturn,2019-05-15 00:00:00,None,0.0038120210857846
AggReturn,2019-05-15 00:00:00,2,-0.0066403114980781
AggReturn,2019-05-15 00:00:00,4,-0.0066403114980781
AggReturn,2019-05-15 00:00:00,8,-0.0066403114980781
AggReturn,2019-05-16 00:00:00,None,0.0021973657109007
AggReturn,2019-05-16 00:00:00,2,0.0044822603272194
AggReturn,2019-05-16 00:00:00,4,0.0044822603272194
AggReturn,2019-05-16 00:00:00,8,0.0044822603272194
AggReturn,2019-05-17 00:00:00,None,0.0380337368311946
AggReturn,2019-05-17 00:00:00,2,-0.0270143624396737
AggReturn,2019-05-17 00:00:00,4,-0.0270143624396737
AggReturn,2019-05-17 00:00:00,8,-0.0270143624396737
AggReturn,2019-05-20 00:00:00,None,0.0429227840140968
AggReturn,2019-05-20 00:00:00,2,0.0149869213008514
AggReturn,2019-05-20 00:00:00,4,0.0149869213008514
AggReturn,2019-05-20 00:00:00,8,0.0149869213008514
AggReturn,2019-05-21 00:00:00,None,0.0016036683039812
AggReturn,2019-05-21 00:00:00,2,0.0185682223303036
AggReturn,2019-05-21 00:00:00,4,0.0185682223303036
AggReturn,2019-05-21 00:00:00,8,0.0185682223303036
AggReturn,2019-05-22 00:00:00,None,0.0331146892725065
AggReturn,2019-05-22 00:00:00,2,-0.0036441290418773
AggReturn,2019-05-22 00:00:00,4,-0.0036441290418773
AggReturn,2019-05-22 00:00:00,8,-0.0036441290418773
AggReturn,2019-05-23 00:00:00,None,0.0632296724271853
AggReturn,2019-05-23 00:00:00,2,0.0302735982964324
AggReturn,2019-05-23 00:00:00,4,0.0302735982964324
AggReturn,2019-05-23 00:00:00,8,0.0302735982964324
AggReturn,2019-05-24 00:00:00,None,-0.0015041150043152
AggReturn,2019-05-24 00:00:00,2,0.0119398225583738
AggReturn,2019-05-24 00:00:00,4,0.0119398225583738
AggReturn,2019-05-24 00:00:00,8,0.0119398225583738
AggReturn,2019-05-28 00:00:00,None,-0.0144957221938383
AggReturn,2019-05-28 00:00:00,2,-0.0429841862940642
AggReturn,2019-05-28 00:00:00,4,-0.0429841862940642
AggReturn,2019-05-28 00:00:00,8,-0.0429841862940642
AggReturn,2019-05-29 00:00:00,None,0.058366591926575
AggReturn,2019-05-29 00:00:00,2,0.0519910333862901
AggReturn,2019-05-29 00:00:00,4,0.0519910333862901
AggReturn,2019-05-29 00:00:00,8,0.0519910333862901
AggReturn,2019-05-30 00:00:00,None,-0.0767968554971277
AggReturn,2019-05-30 00:00:00,2,-0.0142793573355999
AggReturn,2019-05-30 00:00:00,4,-0.0142793573355999
AggReturn,2019-05-30 00:00:00,8,-0.0142793573355999
AggReturn,2019-05-31 00:00:00,None,0.0387374036990886
AggReturn,2019-05-31 00:00:00,2,-0.0169067623717696
AggReturn,2019-05-31 00:00:00,4,-0.0169067623717696
AggReturn,2019-05-31 00:00:00,8,-0.0169067623717696
AggReturn,2019-06-03 00:00:00,None,0.0025099864634169
AggReturn,2019-06-03 00:00:00,2,0.0005394993429756
AggReturn,2019-06-03 00:00:00,4,0.000538072791264
AggReturn,2019-06-03 00:00:00,8,0.0005410706827199
AggReturn,2019-06-04 00:00:00,None,0.0059114117625965
AggReturn,2019-06-04 00:00:00,2,0.0193412085666118
AggReturn,2019-06-04 00:00:00,4,0.0195250756506456
AggReturn,2019-06-04 00:00:00,8,0.0245525067980296
AggReturn,2019-06-05 00:00:00,None,-0.027571792571517
AggReturn,2019-06-05 00:00:00,2,-0.0323727237424058
AggReturn,2019-06-05 00:00:00,4,-0.0259278243831545
AggReturn,2019-06-05 00:00:00,8,-0.0396601845043311
AggReturn,2019-06-06 00:00:00,None,0.0238978672496289
AggReturn,2019-06-06 00:00:00,2,-0.048202357929509
AggReturn,2019-06-06 00:00:00,4,-0.039615755195142
AggReturn,2019-06-06 00:00:00,8,-0.0584256734728755
AggReturn,2019-06-07 00:00:00,None,0.015667682028321
AggReturn,2019-06-07 00:00:00,2,0.0594965003296891
AggReturn,2019-06-07 00:00:00,4,0.0524265392270941
AggReturn,2019-06-07 00:00:00,8,0.0678882674919937
AggReturn,2019-06-10 00:00:00,None,0.0033665622970162
AggReturn,2019-06-10 00:00:00,2,-0.0090274116627726
AggReturn,2019-06-10 00:00:00,4,-0.006990620507603
AggReturn,2019-06-10 00:00:00,8,-0.0134669384166999
