Field,StrategyOrDate,MOMENTUM_WINDOW,VOLATILITY_WINDOW,Value
AggReturn,2019-10-31 00:00:00,200,40,0.0195543008956239
AggReturn,2019-10-31 00:00:00,200,80,0.013036004536456
AggReturn,2019-11-01 00:00:00,100,40,-0.0418958502591272
AggReturn,2019-11-01 00:00:00,100,80,-0.0462865745936775
AggReturn,2019-11-01 00:00:00,200,40,-0.0425370963933353
AggReturn,2019-11-01 00:00:00,200,80,-0.0410619251769018
AggReturn,2019-11-04 00:00:00,100,40,-0.0016647474222733
AggReturn,2019-11-04 00:00:00,100,80,-0.0016647474222733
AggReturn,2019-11-04 00:00:00,200,40,0.0411745092360265
AggReturn,2019-11-04 00:00:00,200,80,0.0411745092360265
AggReturn,2019-11-05 00:00:00,100,40,0.0154414286609286
AggReturn,2019-11-05 00:00:00,100,80,0.0154414286609286
AggReturn,2019-11-05 00:00:00,200,40,0.0167872307191762
AggReturn,2019-11-05 00:00:00,200,80,0.0167872307191762
AggReturn,2019-11-06 00:00:00,100,40,-0.0174152601148576
AggReturn,2019-11-06 00:00:00,100,80,-0.0174152601148576
AggReturn,2019-11-06 00:00:00,200,40,0.0191341887373617
AggReturn,2019-11-06 00:00:00,200,80,0.0191341887373617
AggReturn,2019-11-07 00:00:00,100,40,0.0089742896094899
AggReturn,2019-11-07 00:00:00,100,80,0.0089742896094899
AggReturn,2019-11-07 00:00:00,200,40,0.0244925224344855
AggReturn,2019-11-07 00:00:00,200,80,0.0244925224344855
AggReturn,2019-11-08 00:00:00,100,40,-0.0007577284444265
AggReturn,2019-11-08 00:00:00,100,80,-0.0007577284444265
AggReturn,2019-11-08 00:00:00,200,40,-0.0282823581791637
AggReturn,2019-11-08 00:00:00,200,80,-0.0282823581791637
AggReturn,2019-11-11 00:00:00,100,40,0.0158753567125483
AggReturn,2019-11-11 00:00:00,100,80,0.0158753567125483
AggReturn,2019-11-11 00:00:00,200,40,0.0474230019442957
AggReturn,2019-11-11 00:00:00,200,80,0.0474230019442957
AggReturn,2019-11-12 00:00:00,100,40,0.0103330100161155
AggReturn,2019-11-12 00:00:00,100,80,0.0103330100161155
AggReturn,2019-11-12 00:00:00,200,40,0.0164605227992237
AggReturn,2019-11-12 00:00:00,200,80,0.0164605227992237
AggReturn,2019-11-13 00:00:00,100,40,0.0173094327242282
AggReturn,2019-11-13 00:00:00,100,80,0.0173094327242282
AggReturn,2019-11-13 00:00:00,200,40,0.0518063137210562
AggReturn,2019-11-13 00:00:00,200,80,0.0518063137210562
AggReturn,2019-11-14 00:00:00,100,40,0.0106947707846906
AggReturn,2019-11-14 00:00:00,100,80,0.0106947707846906
AggReturn,2019-11-14 00:00:00,200,40,0.0036900261638695
AggReturn,2019-11-14 00:00:00,200,80,0.0036900261638695
AggReturn,2019-11-15 00:00:00,100,40,0.0166472195452176
AggReturn,2019-11-15 00:00:00,100,80,0.0166472195452176
AggReturn,2019-11-15 00:00:00,200,40,0.0153110376838135
AggReturn,2019-11-15 00:00:00,200,80,0.0153110376838135
AggReturn,2019-11-18 00:00:00,100,40,-0.006703020548991
AggReturn,2019-11-18 00:00:00,100,80,-0.006703020548991
AggReturn,2019-11-18 00:00:00,200,40,0.0347338802183969
AggReturn,2019-11-18 00:00:00,200,80,0.0347338802183969
AggReturn,2019-11-19 00:00:00,100,40,-0.0058218424077075
AggReturn,2019-11-19 00:00:00,100,80,-0.0058218424077075
AggReturn,2019-11-19 00:00:00,200,40,-0.028898855887745
AggReturn,2019-11-19 00:00:00,200,80,-0.028898855887745
AggReturn,2019-11-20 00:00:00,100,40,0.0154676388880976
AggReturn,2019-11-20 00:00:00,100,80,0.0154676388880976
AggReturn,2019-11-20 00:00:00,200,40,0.0093635147503374
AggReturn,2019-11-20 00:00:00,200,80,0.0093635147503374
AggReturn,2019-11-21 00:00:00,100,40,0.0031660473396435
AggReturn,2019-11-21 00:00:00,100,80,0.0031660473396435
AggReturn,2019-11-21 00:00:00,200,40,0.0021026500624565
AggReturn,2019-11-21 00:00:00,200,80,0.0021026500624565
AggReturn,2019-11-22 00:00:00,100,40,-0.0075595524727933
AggReturn,2019-11-22 00:00:00,100,80,-0.0075595524727933
AggReturn,2019-11-22 00:00:00,200,40,-0.0262555437247918
AggReturn,2019-11-22 00:00:00,200,80,-0.0262555437247918
AggReturn,2019-11-25 00:00:00,100,40,0.0160168466806328
AggReturn,2019-11-25 00:00:00,100,80,0.0160168466806328
AggReturn,2019-11-25 00:00:00,200,40,-0.00777050796651
AggReturn,2019-11-25 00:00:00,200,80,-0.00777050796651
AggReturn,2019-11-26 00:00:00,100,40,0.0211450166546061
AggReturn,2019-11-26 00:00:00,100,80,0.0211450166546061
AggReturn,2019-11-26 00:00:00,200,40,0.0213533677509192
AggReturn,2019-11-26 00:00:00,200,80,0.0213533677509192
AggReturn,2019-11-27 00:00:00,100,40,-0.0037452774342442
AggReturn,2019-11-27 00:00:00,100,80,-0.0037452774342442
AggReturn,2019-11-27 00:00:00,200,40,-0.0058592448573919
AggReturn,2019-11-27 00:00:00,200,80,-0.0058592448573919
AggReturn,2019-11-29 00:00:00,100,40,0.0117304478087312
AggReturn,2019-11-29 00:00:00,100,80,0.0117304478087312
AggReturn,2019-11-29 00:00:00,200,40,-0.0004665445319069
AggReturn,2019-11-29 00:00:00,200,80,-0.0004665445319069
AggReturn,2019-12-02 00:00:00,100,40,-0.0191177056354946
AggReturn,2019-12-02 00:00:00,100,80,-0.0191177056354946
AggReturn,2019-12-02 00:00:00,200,40,0.0044213079204143
AggReturn,2019-12-02 00:00:00,200,80,0.0044213079204143
AggReturn,2019-12-03 00:00:00,100,40,-0.0147872540747202
AggReturn,2019-12-03 00:00:00,100,80,-0.0147872540747202
AggReturn,2019-12-03 00:00:00,200,40,-0.0162750124092487
AggReturn,2019-12-03 00:00:00,200,80,-0.0162750124092487
AggReturn,2019-12-04 00:00:00,100,40,0.0231909683841415
AggReturn,2019-12-04 00:00:00,100,80,0.0231909683841415
AggReturn,2019-12-04 00:00:00,200,40,0.0121921893198929
AggReturn,2019-12-04 00:00:00,200,80,0.0121921893198929
AggReturn,2019-12-05 00:00:00,100,40,-0.0387626445237585
AggReturn,2019-12-05 00:00:00,100,80,-0.0387626445237585
AggReturn,2019-12-05 00:00:00,200,40,-0.0241742421427796
AggReturn,2019-12-05 00:00:00,200,80,-0.0241742421427796
AggReturn,2019-12-06 00:00:00,100,40,0.0342046645589524
AggReturn,2019-12-06 00:00:00,100,80,0.0342046645589524
AggReturn,2019-12-06 00:00:00,200,40,0.0332624865889935
AggReturn,2019-12-06 00:00:00,200,80,0.0332624865889935
AggReturn,2019-12-09 00:00:00,100,40,0.004026129981117
AggReturn,2019-12-09 00:00:00,100,80,0.004026129981117
AggReturn,2019-12-09 00:00:00,200,40,-0.0030987514114843
AggReturn,2019-12-09 00:00:00,200,80,-0.0030987514114843
AggReturn,2019-12-10 00:00:00,100,40,0.0245766159256482
AggReturn,2019-12-10 00:00:00,100,80,0.0245766159256482
AggReturn,2019-12-10 00:00:00,200,40,0.0340688070849203
AggReturn,2019-12-10 00:00:00,200,80,0.0340688070849203
AggReturn,2019-12-11 00:00:00,100,40,0.0282543923224131
AggReturn,2019-12-11 00:00:00,100,80,0.0282543923224131
AggReturn,2019-12-11 00:00:00,200,40,0.027025217281838
AggReturn,2019-12-11 00:00:00,200,80,0.027025217281838
AggReturn,2019-12-12 00:00:00,100,40,0.0187453782768397
AggReturn,2019-12-12 00:00:00,100,80,0.0187453782768397
AggReturn,2019-12-12 00:00:00,200,40,0.0109452701963862
AggReturn,2019-12-12 00:00:00,200,80,0.0109452701963862
AggReturn,2019-12-13 00:00:00,100,40,-0.0061210229547405
AggReturn,2019-12-13 00:00:00,100,80,-0.0061210229547405
AggReturn,2019-12-13 00:00:00,200,40,-0.0075644577864534
AggReturn,2019-12-13 00:00:00,200,80,-0.0075644577864534
AggReturn,2019-12-16 00:00:00,100,40,0.0396801718342927
AggReturn,2019-12-16 00:00:00,100,80,0.0396801718342927
AggReturn,2019-12-16 00:00:00,200,40,0.0323184305144712
AggReturn,2019-12-16 00:00:00,200,80,0.0323184305144712
AggReturn,2019-12-17 00:00:00,100,40,0.0075448874025584
AggReturn,2019-12-17 00:00:00,100,80,0.0075448874025584
AggReturn,2019-12-17 00:00:00,200,40,0.0112891429210521
AggReturn,2019-12-17 00:00:00,200,80,0.0112891429210521
AggReturn,2019-12-18 00:00:00,100,40,-0.0127016609158354
AggReturn,2019-12-18 00:00:00,100,80,-0.0127016609158354
AggReturn,2019-12-18 00:00:00,200,40,-0.0149952961211437
AggReturn,2019-12-18 00:00:00,200,80,-0.0149952961211437
AggReturn,2019-12-19 00:00:00,100,40,-0.0336459324467894
AggReturn,2019-12-19 00:00:00,100,80,-0.0336459324467894
AggReturn,2019-12-19 00:00:00,200,40,-0.0298555554022834
AggReturn,2019-12-19 00:00:00,200,80,-0.0298555554022834
AggReturn,2019-12-20 00:00:00,100,40,-0.0091650514147564
AggReturn,2019-12-20 00:00:00,100,80,-0.0091650514147564
AggReturn,2019-12-20 00:00:00,200,40,-0.0080621888818325
AggReturn,2019-12-20 00:00:00,200,80,-0.0080621888818325
AggReturn,2019-12-23 00:00:00,100,40,0.0133115405826341
AggReturn,2019-12-23 00:00:00,100,80,0.0133115405826341
AggReturn,2019-12-23 00:00:00,200,40,0.0168182065299736
AggReturn,2019-12-23 00:00:00,200,80,0.0168182065299736
AggReturn,2019-12-24 00:00:00,100,40,0.0114887132024091
AggReturn,2019-12-24 00:00:00,100,80,0.0114887132024091
AggReturn,2019-12-24 00:00:00,200,40,0.0034619346250273
AggReturn,2019-12-24 00:00:00,200,80,0.0034619346250273
AggReturn,2019-12-26 00:00:00,100,40,-0.0252167433887391
AggReturn,2019-12-26 00:00:00,100,80,-0.0252167433887391
AggReturn,2019-12-26 00:00:00,200,40,-0.0191196350391318
AggReturn,2019-12-26 00:00:00,200,80,-0.0191196350391318
AggReturn,2019-12-27 00:00:00,100,40,0.0047462881400068
AggReturn,2019-12-27 00:00:00,100,80,0.0047462881400068
AggReturn,2019-12-27 00:00:00,200,40,0.0032694382796371
AggReturn,2019-12-27 00:00:00,200,80,0.0032694382796371
AggReturn,2019-12-30 00:00:00,100,40,0.0035054258026097
AggReturn,2019-12-30 00:00:00,100,80,0.0035054258026097
AggReturn,2019-12-30 00:00:00,200,40,0.001477668774423
AggReturn,2019-12-30 00:00:00,200,80,0.001477668774423
AggReturn,2019-12-31 00:00:00,100,40,-0.100408949824588
AggReturn,2019-12-31 00:00:00,100,80,-0.100408949824588
AggReturn,2019-12-31 00:00:00,200,40,-0.0821746168504367
AggReturn,2019-12-31 00:00:00,200,80,-0.0821746168504367
AggReturn,2020-01-02 00:00:00,100,40,0.0316295847212665
AggReturn,2020-01-02 00:00:00,100,80,0.0316295847212665
AggReturn,2020-01-02 00:00:00,200,40,0.0253142575248419
AggReturn,2020-01-02 00:00:00,200,80,0.0253142575248419
AggReturn,2020-01-03 00:00:00,100,40,-0.0003924627954402
AggReturn,2020-01-03 00:00:00,100,80,-0.0003924627954402
AggReturn,2020-01-03 00:00:00,200,40,-0.0006510941966016
AggReturn,2020-01-03 00:00:00,200,80,-0.0006510941966016
AggReturn,2020-01-06 00:00:00,100,40,-0.0158714395275111
AggReturn,2020-01-06 00:00:00,100,80,-0.0158714395275111
AggReturn,2020-01-06 00:00:00,200,40,0.0083665114980284
AggReturn,2020-01-06 00:00:00,200,80,0.0083665114980284
AggReturn,2020-01-07 00:00:00,100,40,0.0113756051157568
AggReturn,2020-01-07 00:00:00,100,80,0.0113756051157568
AggReturn,2020-01-07 00:00:00,200,40,0.0018831192815935
AggReturn,2020-01-07 00:00:00,200,80,0.0018831192815935
AggReturn,2020-01-08 00:00:00,100,40,-0.0043525942702309
AggReturn,2020-01-08 00:00:00,100,80,-0.0043525942702309
AggReturn,2020-01-08 00:00:00,200,40,-0.0019598401098129
AggReturn,2020-01-08 00:00:00,200,80,-0.0019598401098129
AggReturn,2020-01-09 00:00:00,100,40,0.0027862765700129
AggReturn,2020-01-09 00:00:00,100,80,0.0027862765700129
AggReturn,2020-01-09 00:00:00,200,40,0.0024424049091676
AggReturn,2020-01-09 00:00:00,200,80,0.0024424049091676
AggReturn,2020-01-10 00:00:00,100,40,0.0020317427212342
AggReturn,2020-01-10 00:00:00,100,80,0.0020317427212342
AggReturn,2020-01-10 00:00:00,200,40,-0.0017397366764105
AggReturn,2020-01-10 00:00:00,200,80,-0.0017397366764105
AggReturn,2020-01-13 00:00:00,100,40,-0.0079872458138407
AggReturn,2020-01-13 00:00:00,100,80,-0.0079872458138407
AggReturn,2020-01-13 00:00:00,200,40,-0.0068349383064919
AggReturn,2020-01-13 00:00:00,200,80,-0.0068349383064919
AggReturn,2020-01-14 00:00:00,100,40,0.0029585431002333
AggReturn,2020-01-14 00:00:00,100,80,0.0029585431002333
AggReturn,2020-01-14 00:00:00,200,40,0.0044620203711087
AggReturn,2020-01-14 00:00:00,200,80,0.0044620203711087
AggReturn,2020-01-15 00:00:00,100,40,-0.0085525001326484
AggReturn,2020-01-15 00:00:00,100,80,-0.0085525001326484
AggReturn,2020-01-15 00:00:00,200,40,0.0033672169712612
AggReturn,2020-01-15 00:00:00,200,80,0.0033672169712612
AggReturn,2020-01-16 00:00:00,100,40,0.0089083589096023
AggReturn,2020-01-16 00:00:00,100,80,0.0089083589096023
AggReturn,2020-01-16 00:00:00,200,40,0.0120852000197322
AggReturn,2020-01-16 00:00:00,200,80,0.0120852000197322
AggReturn,2020-01-17 00:00:00,100,40,0.0099548838177366
AggReturn,2020-01-17 00:00:00,100,80,0.0099548838177366
AggReturn,2020-01-17 00:00:00,200,40,0.0037340620310809
AggReturn,2020-01-17 00:00:00,200,80,0.0037340620310809
AggReturn,2020-01-21 00:00:00,100,40,0.0023724705866031
AggReturn,2020-01-21 00:00:00,100,80,0.0023724705866031
AggReturn,2020-01-21 00:00:00,200,40,0.005051253282952
AggReturn,2020-01-21 00:00:00,200,80,0.005051253282952
AggReturn,2020-01-22 00:00:00,100,40,-0.006885869349577
AggReturn,2020-01-22 00:00:00,100,80,-0.006885869349577
AggReturn,2020-01-22 00:00:00,200,40,-0.0021922842381385
AggReturn,2020-01-22 00:00:00,200,80,-0.0021922842381385
AggReturn,2020-01-23 00:00:00,100,40,-0.0052295981970851
AggReturn,2020-01-23 00:00:00,100,80,-0.0052295981970851
AggReturn,2020-01-23 00:00:00,200,40,-0.0007996979165045
AggReturn,2020-01-23 00:00:00,200,80,-0.0007996979165045
AggReturn,2020-01-24 00:00:00,100,40,-0.0017964284421999
AggReturn,2020-01-24 00:00:00,100,80,-0.0017964284421999
AggReturn,2020-01-24 00:00:00,200,40,0.0148457193350692
AggReturn,2020-01-24 00:00:00,200,80,0.0148457193350692
AggReturn,2020-01-27 00:00:00,100,40,-0.0181924643739631
AggReturn,2020-01-27 00:00:00,100,80,-0.0181924643739631
AggReturn,2020-01-27 00:00:00,200,40,-0.0239687564496251
AggReturn,2020-01-27 00:00:00,200,80,-0.0239687564496251
AggReturn,2020-01-28 00:00:00,100,40,-0.0038950769564649
AggReturn,2020-01-28 00:00:00,100,80,-0.0038950769564649
AggReturn,2020-01-28 00:00:00,200,40,0.0067318930150209
AggReturn,2020-01-28 00:00:00,200,80,0.0067318930150209
AggReturn,2020-01-29 00:00:00,100,40,-0.0001269848409081
AggReturn,2020-01-29 00:00:00,100,80,-0.0001269848409081
AggReturn,2020-01-29 00:00:00,200,40,0.0095907375782353
AggReturn,2020-01-29 00:00:00,200,80,0.0095907375782353
AggReturn,2020-01-30 00:00:00,100,40,-0.0173722303743194
AggReturn,2020-01-30 00:00:00,100,80,-0.0173722303743194
AggReturn,2020-01-30 00:00:00,200,40,-0.0084577379454759
AggReturn,2020-01-30 00:00:00,200,80,-0.0084577379454759
AggReturn,2020-01-31 00:00:00,100,40,0.0104365075360137
AggReturn,2020-01-31 00:00:00,100,80,0.0104365075360137
AggReturn,2020-01-31 00:00:00,200,40,0.004002748113554
AggReturn,2020-01-31 00:00:00,200,80,0.004002748113554
AggReturn,2020-02-03 00:00:00,100,40,-0.0011981402594626
AggReturn,2020-02-03 00:00:00,100,80,-0.001197106561104
AggReturn,2020-02-03 00:00:00,200,40,-0.0128730144374999
AggReturn,2020-02-03 00:00:00,200,80,-0.012872061479042
AggReturn,2020-02-04 00:00:00,100,40,0.0094058564373896
AggReturn,2020-02-04 00:00:00,100,80,0.0019703215468998
AggReturn,2020-02-04 00:00:00,200,40,0.0134482628343819
AggReturn,2020-02-04 00:00:00,200,80,0.0144714275020411
AggReturn,2020-02-05 00:00:00,100,40,0.0020722024072522
AggReturn,2020-02-05 00:00:00,100,80,-0.0127860293590681
AggReturn,2020-02-05 00:00:00,200,40,0.0078681747576201
AggReturn,2020-02-05 00:00:00,200,80,-0.0018206911469128
AggReturn,2020-02-06 00:00:00,100,40,0.012643076552022
AggReturn,2020-02-06 00:00:00,100,80,0.0196237351847797
AggReturn,2020-02-06 00:00:00,200,40,-0.0094719483604076
AggReturn,2020-02-06 00:00:00,200,80,0.0089667768729877
AggReturn,2020-02-07 00:00:00,100,40,-0.0081004033332851
AggReturn,2020-02-07 00:00:00,100,80,-0.0043186814340274
AggReturn,2020-02-07 00:00:00,200,40,-0.0090626266287165
AggReturn,2020-02-07 00:00:00,200,80,-0.0328819552085673
AggReturn,2020-02-10 00:00:00,100,40,0.0018453529597304
AggReturn,2020-02-10 00:00:00,100,80,0.0081561331041025
AggReturn,2020-02-10 00:00:00,200,40,0.0084111964361267
AggReturn,2020-02-10 00:00:00,200,80,0.0313085512357885
AggReturn,2020-02-11 00:00:00,100,40,-0.0231520559440441
AggReturn,2020-02-11 00:00:00,100,80,-0.017590281532441
AggReturn,2020-02-11 00:00:00,200,40,-0.0151455454175454
AggReturn,2020-02-11 00:00:00,200,80,-0.0204013902556793
AggReturn,2020-02-12 00:00:00,100,40,0.0116789837568403
AggReturn,2020-02-12 00:00:00,100,80,0.0065592120744203
AggReturn,2020-02-12 00:00:00,200,40,0.0078525801262486
AggReturn,2020-02-12 00:00:00,200,80,-0.0005977974087209
AggReturn,2020-02-13 00:00:00,100,40,-0.0203833065226887
AggReturn,2020-02-13 00:00:00,100,80,-0.0336317364199995
AggReturn,2020-02-13 00:00:00,200,40,-0.0032461006396941
AggReturn,2020-02-13 00:00:00,200,80,-0.0155113572980707
AggReturn,2020-02-14 00:00:00,100,40,0.0447892417961464
AggReturn,2020-02-14 00:00:00,100,80,0.0457274606138881
AggReturn,2020-02-14 00:00:00,200,40,0.0376061378439731
AggReturn,2020-02-14 00:00:00,200,80,0.0462803049110943
AggReturn,2020-02-18 00:00:00,100,40,-0.0048849695559726
AggReturn,2020-02-18 00:00:00,100,80,-0.0053068679067576
AggReturn,2020-02-18 00:00:00,200,40,0.0065319378844595
AggReturn,2020-02-18 00:00:00,200,80,-0.0055000125272163
AggReturn,2020-02-19 00:00:00,100,40,0.0067945625714399
AggReturn,2020-02-19 00:00:00,100,80,0.0087428653138814
AggReturn,2020-02-19 00:00:00,200,40,0.0137882524125779
AggReturn,2020-02-19 00:00:00,200,80,0.0122544697970755
AggReturn,2020-02-20 00:00:00,100,40,-0.017770004896062
AggReturn,2020-02-20 00:00:00,100,80,-0.0239463418006045
AggReturn,2020-02-20 00:00:00,200,40,-0.0075870259749957
AggReturn,2020-02-20 00:00:00,200,80,-0.0052018055907951
AggReturn,2020-02-21 00:00:00,100,40,-0.0042025282471428
AggReturn,2020-02-21 00:00:00,100,80,-0.0051100400233413
AggReturn,2020-02-21 00:00:00,200,40,0.0058867435909863
AggReturn,2020-02-21 00:00:00,200,80,-0.0009741860434231
AggReturn,2020-02-24 00:00:00,100,40,0.0014195418840283
AggReturn,2020-02-24 00:00:00,100,80,0.0147241081708017
AggReturn,2020-02-24 00:00:00,200,40,-0.0014908396677548
AggReturn,2020-02-24 00:00:00,200,80,0.0091163326805997
AggReturn,2020-02-25 00:00:00,100,40,-0.0165552499316707
AggReturn,2020-02-25 00:00:00,100,80,-0.020100203117323
AggReturn,2020-02-25 00:00:00,200,40,0.0005117223357261
AggReturn,2020-02-25 00:00:00,200,80,0.0009768609850133
AggReturn,2020-02-26 00:00:00,100,40,-0.0475605332713514
AggReturn,2020-02-26 00:00:00,100,80,-0.0352059556658745
AggReturn,2020-02-26 00:00:00,200,40,-0.0410843775369609
AggReturn,2020-02-26 00:00:00,200,80,-0.0241836510394481
AggReturn,2020-02-27 00:00:00,100,40,0.0419717162657909
AggReturn,2020-02-27 00:00:00,100,80,0.0599765656646259
AggReturn,2020-02-27 00:00:00,200,40,0.0496544211584674
AggReturn,2020-02-27 00:00:00,200,80,0.076309026444542
AggReturn,2020-02-28 00:00:00,100,40,-0.07657181408242
AggReturn,2020-02-28 00:00:00,100,80,-0.074176681476321
AggReturn,2020-02-28 00:00:00,200,40,-0.0628425837984879
AggReturn,2020-02-28 00:00:00,200,80,-0.072135145504497
AggReturn,2020-03-02 00:00:00,100,40,-0.0521965272005902
AggReturn,2020-03-02 00:00:00,100,80,-0.0814559129542129
AggReturn,2020-03-02 00:00:00,200,40,-0.0711878262290018
AggReturn,2020-03-02 00:00:00,200,80,-0.1051150518924241
AggReturn,2020-03-03 00:00:00,100,40,0.0300656399486376
AggReturn,2020-03-03 00:00:00,100,80,0.028191665957694
AggReturn,2020-03-03 00:00:00,200,40,0.0253473051408918
AggReturn,2020-03-03 00:00:00,200,80,0.0288356236267935
AggReturn,2020-03-04 00:00:00,100,40,-0.0322411731862959
AggReturn,2020-03-04 00:00:00,100,80,-0.0322411731862959
AggReturn,2020-03-04 00:00:00,200,40,0.1666666666666666
AggReturn,2020-03-04 00:00:00,200,80,0.1666666666666666
AggReturn,2020-03-05 00:00:00,100,40,0.0563137532927104
AggReturn,2020-03-05 00:00:00,100,80,0.0563137532927104
AggReturn,2020-03-05 00:00:00,200,40,-0.1153846153846154
AggReturn,2020-03-05 00:00:00,200,80,-0.1153846153846154
AggReturn,2020-03-06 00:00:00,100,40,0.0095252744405945
AggReturn,2020-03-06 00:00:00,100,80,0.0095252744405945
AggReturn,2020-03-06 00:00:00,200,40,-0.1310344827586207
AggReturn,2020-03-06 00:00:00,200,80,-0.1310344827586207
AggReturn,2020-03-09 00:00:00,100,40,-0.0843941105409677
AggReturn,2020-03-09 00:00:00,100,80,-0.0843941105409677
AggReturn,2020-03-09 00:00:00,200,40,0.0853658536585365
AggReturn,2020-03-09 00:00:00,200,80,0.0853658536585365
AggReturn,2020-03-10 00:00:00,100,40,-0.0265630935655236
AggReturn,2020-03-10 00:00:00,100,80,-0.0265630935655236
AggReturn,2020-03-10 00:00:00,200,40,-0.1200000000000001
AggReturn,2020-03-10 00:00:00,200,80,-0.1200000000000001
AggReturn,2020-03-11 00:00:00,100,40,0.0388143644867361
AggReturn,2020-03-11 00:00:00,100,80,0.0388143644867361
AggReturn,2020-03-11 00:00:00,200,40,0.2142857142857143
AggReturn,2020-03-11 00:00:00,200,80,0.2142857142857143
AggReturn,2020-03-12 00:00:00,100,40,0.0568968441058248
AggReturn,2020-03-12 00:00:00,100,80,0.0568968441058248
AggReturn,2020-03-12 00:00:00,200,40,0.1136363636363636
AggReturn,2020-03-12 00:00:00,200,80,0.1136363636363636
AggReturn,2020-03-13 00:00:00,100,40,-0.0040838410460852
AggReturn,2020-03-13 00:00:00,100,80,-0.0040838410460852
AggReturn,2020-03-13 00:00:00,200,40,-0.1538461538461537
AggReturn,2020-03-13 00:00:00,200,80,-0.1538461538461537
AggReturn,2020-03-16 00:00:00,100,40,0.0670165464190296
AggReturn,2020-03-16 00:00:00,100,80,0.0670165464190296
AggReturn,2020-03-16 00:00:00,200,40,0.0962962962962963
AggReturn,2020-03-16 00:00:00,200,80,0.0962962962962963
AggReturn,2020-03-17 00:00:00,100,40,-0.0919447408147773
AggReturn,2020-03-17 00:00:00,100,80,-0.0919447408147773
AggReturn,2020-03-17 00:00:00,200,40,0.0737704918032786
AggReturn,2020-03-17 00:00:00,200,80,0.0737704918032786
AggReturn,2020-03-18 00:00:00,100,40,0.0075459566974523
AggReturn,2020-03-18 00:00:00,100,80,0.0075459566974523
AggReturn,2020-03-18 00:00:00,200,40,0.0088495575221239
AggReturn,2020-03-18 00:00:00,200,80,0.0088495575221239
AggReturn,2020-03-19 00:00:00,100,40,-0.0079894813937793
AggReturn,2020-03-19 00:00:00,100,80,-0.0079894813937793
AggReturn,2020-03-19 00:00:00,200,40,-0.1071428571428572
AggReturn,2020-03-19 00:00:00,200,80,-0.1071428571428572
AggReturn,2020-03-20 00:00:00,100,40,0.0034493894311593
AggReturn,2020-03-20 00:00:00,100,80,0.0034493894311593
AggReturn,2020-03-20 00:00:00,200,40,0.0564516129032257
AggReturn,2020-03-20 00:00:00,200,80,0.0564516129032257
AggReturn,2020-03-23 00:00:00,100,40,0.0492163163772166
AggReturn,2020-03-23 00:00:00,100,80,0.0492163163772166
AggReturn,2020-03-23 00:00:00,200,40,0.0769230769230768
AggReturn,2020-03-23 00:00:00,200,80,0.0769230769230768
AggReturn,2020-03-24 00:00:00,100,40,-0.1096260258226629
AggReturn,2020-03-24 00:00:00,100,80,-0.1096260258226629
AggReturn,2020-03-24 00:00:00,200,40,-0.0185185185185186
AggReturn,2020-03-24 00:00:00,200,80,-0.0185185185185186
AggReturn,2020-03-25 00:00:00,100,40,-0.0572211515297518
AggReturn,2020-03-25 00:00:00,100,80,-0.0572211515297518
AggReturn,2020-03-25 00:00:00,200,40,-0.0909090909090908
AggReturn,2020-03-25 00:00:00,200,80,-0.0909090909090908
AggReturn,2020-03-26 00:00:00,100,40,0.0931990247292655
AggReturn,2020-03-26 00:00:00,100,80,0.0931990247292655
AggReturn,2020-03-26 00:00:00,200,40,0.05
AggReturn,2020-03-26 00:00:00,200,80,0.05
AggReturn,2020-03-27 00:00:00,100,40,0.0467440315490408
AggReturn,2020-03-27 00:00:00,100,80,0.0467440315490408
AggReturn,2020-03-27 00:00:00,200,40,0.0350877192982456
AggReturn,2020-03-27 00:00:00,200,80,0.0350877192982456
AggReturn,2020-03-30 00:00:00,100,40,0.0025355871886121
AggReturn,2020-03-30 00:00:00,100,80,0.0025355871886121
AggReturn,2020-03-30 00:00:00,200,40,0.0181818181818181
AggReturn,2020-03-30 00:00:00,200,80,0.0181818181818181
AggReturn,2020-03-31 00:00:00,100,40,-0.0379124609156271
AggReturn,2020-03-31 00:00:00,100,80,-0.0379124609156271
AggReturn,2020-03-31 00:00:00,200,40,0.0277777777777777
AggReturn,2020-03-31 00:00:00,200,80,0.0277777777777777
AggReturn,2020-04-01 00:00:00,100,40,0.0099125869896625
AggReturn,2020-04-01 00:00:00,100,80,0.0099125869896625
AggReturn,2020-04-01 00:00:00,200,40,-0.0381012602488874
AggReturn,2020-04-01 00:00:00,200,80,-0.038100322584535
AggReturn,2020-04-02 00:00:00,100,40,0.0464776122298359
AggReturn,2020-04-02 00:00:00,100,80,0.0464776122298359
AggReturn,2020-04-02 00:00:00,200,40,0.0120728685009048
AggReturn,2020-04-02 00:00:00,200,80,0.0085067783464672
AggReturn,2020-04-03 00:00:00,100,40,0.0309493847028236
AggReturn,2020-04-03 00:00:00,100,80,0.0309493847028236
AggReturn,2020-04-03 00:00:00,200,40,0.0241097479451048
AggReturn,2020-04-03 00:00:00,200,80,0.0274660455200996
AggReturn,2020-04-06 00:00:00,100,40,0.0170964480322457
AggReturn,2020-04-06 00:00:00,100,80,0.0170964480322457
AggReturn,2020-04-06 00:00:00,200,40,0.0232661665557588
AggReturn,2020-04-06 00:00:00,200,80,0.022921912744661
AggReturn,2020-04-07 00:00:00,100,40,0.0420163351658768
